,Hash,W,W Pts,L,L Pts,Line
148,114031061027,114,31,61,27,-2.0
149,91026115023,91,26,115,23,
150,39017118010,39,17,118,10,
151,117019132000,117,19,132,0,
152,3024120021,3,24,120,21,-29.0
153,27051121017,27,51,121,17,-13.0
154,63041127011,63,41,127,11,-9.0
155,47031160007,47,31,160,7,
156,122047161003,122,47,161,3,
157,130024024010,130,24,24,10,-6.0
158,116035025014,116,35,25,14,
159,147007132003,147,7,132,3,
160,11014068007,11,14,68,7,
161,17051118003,17,51,118,3,-19.0
162,95037021010,95,37,21,10,
163,18013028008,18,13,28,8,
164,66028029009,66,28,29,9,
165,33034080017,33,34,80,17,6.0
166,35029065022,35,29,65,22,-4.0
167,75041038000,75,41,38,0,-22.0
168,12021040021,12,21,40,21,1.0
169,42042063024,42,42,63,24,5.0
170,74026144017,74,26,144,17,
171,61024043010,61,24,43,10,-17.0
172,145029139019,145,29,139,19,
173,6030047007,6,30,47,7,-15.0
174,22024049006,22,24,49,6,-15.0
175,54024032013,54,24,32,13,7.0
176,56026100003,56,26,100,3,-10.0
177,98034058014,98,34,58,14,-14.0
178,59028053006,59,28,53,6,
179,60020048000,60,20,48,0,
180,70027027021,70,27,27,21,16.0
181,69016121013,69,16,121,13,-7.0
182,78011062003,78,11,62,3,-9.0
183,71041010007,71,41,10,7,-9.0
184,73049001037,73,49,1,37,-1.0
185,93038076010,93,38,76,10,
186,44045077007,44,45,77,7,-24.0
187,81013045003,81,13,45,3,-7.0
188,97038084007,97,38,84,7,-26.0
189,99045085005,99,45,85,5,-30.0
190,126046091025,126,46,91,25,-28.0
191,51020154010,51,20,154,10,
192,19026092007,19,26,92,7,
193,7035101000,7,35,101,0,-13.0
194,14017102007,14,17,102,7,
195,104034089007,104,34,89,7,-21.0
196,79017108014,79,17,108,14,
197,107024105015,107,24,105,15,13.0
198,120024110021,120,24,110,21,-1.0
199,111020046015,111,20,46,15,5.0
200,114034024006,114,34,24,6,-21.0
201,150029115027,150,29,115,27,
202,34031117006,34,31,117,6,
203,103010127003,103,10,127,3,-8.0
204,125013122010,125,13,122,10,14.0
205,160024158021,160,24,158,21,
206,129035088031,129,35,88,31,2.0
207,15007124003,15,7,124,3,
208,90027161017,90,27,161,17,
209,87016128013,87,16,128,13,-11.0
210,130028039010,130,28,39,10,
211,114024005024,114,24,5,24,-17.0
212,90024009003,90,24,9,3,-7.0
213,128020014013,128,20,14,13,-4.0
214,60017015012,60,17,15,12,
215,17040073012,17,40,73,12,
216,126050019007,126,50,19,7,-13.0
217,22048121000,22,48,121,0,-13.0
218,108020028019,108,20,28,19,
219,120031032029,120,31,32,29,9.0
220,38019110013,38,19,110,13,9.0
221,56038145000,56,38,145,0,
222,44024043020,44,24,43,20,-3.0
223,82024046024,82,24,46,24,-3.0
224,45044048007,45,44,48,7,
225,10018049003,10,18,49,3,-13.0
226,21034147014,21,34,147,14,
227,61031062017,61,31,62,17,-9.0
228,78016059014,78,16,59,14,-7.0
229,77031063021,77,31,63,21,31.0
230,35033064010,35,33,64,10,-14.0
231,47007066007,47,7,66,7,2.0
232,98020065014,98,20,65,14,5.0
233,1024070021,1,24,70,21,2.0
234,75024125007,75,24,125,7,-21.0
235,71040024014,71,40,24,14,-33.0
236,79034011007,79,34,11,7,
237,81028104022,81,28,104,22,3.0
238,127014085014,127,14,85,14,-18.0
239,34049150030,34,49,150,30,
240,3042086021,3,42,86,21,-3.0
241,42038088034,42,38,88,34,-13.0
242,101024089016,101,24,89,16,-11.0
243,29035153014,29,35,153,14,
244,91024130021,91,24,130,21,
245,33059154008,33,59,154,8,
246,92038132015,92,38,132,15,
247,93022012019,93,22,12,19,-8.0
248,6021099017,6,21,99,17,-7.0
249,102055053014,102,55,53,14,
250,54024103024,54,24,103,24,-14.0
251,7021107003,7,21,107,3,-16.0
252,111031074014,111,31,74,14,
253,40024105020,40,24,105,20,-6.0
254,39010116007,39,10,116,7,
255,115028118021,115,28,118,21,
256,122022027021,122,22,27,21,6.0
257,160048144014,160,48,144,14,
258,129006080000,129,6,80,0,8.0
259,18018124018,18,18,124,18,
260,103035003028,103,35,3,28,14.0
261,5016078013,5,16,78,13,12.0
262,11021048003,11,21,48,3,
263,105028012023,105,28,12,23,-3.0
264,21016058007,21,16,58,7,
265,82025024025,82,25,24,25,-10.0
266,25021001011,25,21,1,11,
267,22049027014,22,49,27,14,-13.0
268,33056029017,33,56,29,17,
269,132020130016,132,20,130,16,
270,10024038000,10,24,38,0,-13.0
271,17039039025,17,39,39,25,
272,93020040014,93,20,40,14,-7.0
273,66017045017,66,17,45,17,-3.0
274,43040063021,43,40,63,21,9.0
275,71042047013,71,42,47,13,-30.0
276,147022092021,147,22,92,21,
277,54034049010,54,34,49,10,10.0
278,129024062023,129,24,62,23,-3.0
279,124010060000,124,10,60,0,
280,61029044007,61,29,44,7,-7.0
281,59031065014,59,31,65,14,-6.0
282,75041069009,75,41,69,9,-17.0
283,15020068018,15,20,68,18,
284,73022091017,73,22,91,17,
285,160028074026,160,28,74,26,
286,88034077021,88,34,77,21,-23.0
287,79014028013,79,14,28,13,
288,80026042021,80,26,42,21,6.0
289,81038046014,81,38,46,14,-12.0
290,19010084007,19,10,84,7,-14.0
291,117014150012,117,14,150,12,
292,53035153000,53,35,153,0,
293,14014090013,14,14,90,13,-16.0
294,97041099021,97,41,99,21,-6.0
295,111022154003,111,22,154,3,
296,98022110010,98,22,110,10,-6.0
297,86028100007,86,28,100,7,-26.0
298,64027101009,64,27,101,9,-9.0
299,87038102007,87,38,102,7,-21.0
300,18016108012,18,16,108,12,
301,107023089021,107,23,89,21,-6.0
302,116024115014,116,24,115,14,
303,6037118006,6,37,118,6,
304,35027120013,35,27,120,13,-19.0
305,126034085017,126,34,85,17,-30.0
306,114042127017,114,42,127,17,-23.0
307,56052125031,56,52,125,31,-17.0
308,70039161003,70,39,161,3,
309,32077158014,32,77,158,14,
310,128016122006,128,16,122,6,-5.0
311,1035118007,1,35,118,7,
312,7038040003,7,38,40,3,-4.0
313,10035065017,10,35,65,17,-1.0
314,101038012014,101,38,12,14,7.0
315,14032009017,14,32,9,17,-19.0
316,108024015010,108,24,15,10,
317,3021021003,3,21,21,3,-22.0
318,22038069029,22,38,69,29,-13.0
319,18031048020,18,31,48,20,
320,17034025018,17,34,25,18,
321,56049027022,56,49,27,22,-13.0
322,68010028000,68,10,28,0,
323,34039092027,34,39,92,27,
324,35027049014,35,27,49,14,-21.0
325,45031024014,45,31,24,14,-7.0
326,42029129028,42,29,129,28,-2.0
327,29021144000,29,21,144,0,
328,154021145009,154,21,145,9,
329,44021063016,44,21,63,16,2.0
330,47036046007,47,36,46,7,-5.0
331,91051147017,91,51,147,17,
332,98048053000,98,48,53,0,
333,110017058010,110,17,58,10,-13.0
334,79020060000,79,20,60,0,
335,61049077014,61,49,77,14,-27.0
336,120019064010,120,19,64,10,1.0
337,71023066019,71,23,66,19,-24.0
338,84013078013,84,13,78,13,14.0
339,73066074014,73,66,74,14,
340,158024076022,158,24,76,22,
341,80049043025,80,49,43,25,-5.0
342,81027082009,81,27,82,9,-21.0
343,97038085000,97,38,85,0,-30.0
344,5055150007,5,55,150,7,
345,86024128000,86,24,128,0,-5.0
346,87014100000,87,14,100,0,-21.0
347,88024062021,88,24,62,21,5.0
348,105049089007,105,49,89,7,-13.0
349,54014095006,54,14,95,6,-16.0
350,93030104017,93,30,104,17,1.0
351,99031127026,99,31,127,26,-11.0
352,38031103021,38,31,103,21,7.0
353,126010107003,126,10,107,3,-20.0
354,111034139018,111,34,139,18,
355,114047019031,114,47,19,31,-13.0
356,130016116013,130,16,116,13,
357,121034125027,121,34,125,27,3.0
358,11013124006,11,13,124,6,
359,3020065012,3,20,65,12,-14.0
360,5034127017,5,34,127,17,-6.0
361,32019010017,32,19,10,17,-4.0
362,11016028007,11,16,28,7,
363,110030012015,110,30,12,15,6.0
364,15041048007,15,41,48,7,
365,117020017017,117,20,17,17,
366,19028085014,19,28,85,14,-10.0
367,102041021007,102,41,21,7,
368,139031158024,139,31,158,24,
369,27038038021,27,38,38,21,2.0
370,128030029003,128,30,29,3,-18.0
371,33024059007,33,24,59,7,2.0
372,39009132003,39,9,132,3,
373,44014042013,44,14,42,13,2.0
374,145024144007,145,24,144,7,
375,47009045003,47,9,45,3,6.0
376,122029049003,122,29,49,3,-8.0
377,34040147022,34,40,147,22,
378,87063053014,87,63,53,14,-31.0
379,62022043014,62,22,43,14,2.0
380,56031075024,56,31,75,24,7.0
381,35034058003,35,34,58,3,-28.0
382,61052063014,61,52,63,14,-21.0
383,54045064008,54,45,64,8,-11.0
384,82030066020,82,30,66,20,2.0
385,78027070010,78,27,70,10,-14.0
386,71052046000,71,52,46,0,-30.0
387,124027068003,124,27,68,3,
388,73020076017,73,20,76,17,
389,129054077020,129,54,77,20,-21.0
390,18042079018,18,42,79,18,
391,81045024010,81,45,24,10,-23.0
392,114040084012,114,40,84,12,-23.0
393,86052014017,86,52,14,17,-8.0
394,80038088006,80,38,88,6,-15.0
395,7024089006,7,24,89,6,-30.0
396,90020153014,90,20,153,14,
397,6017097010,6,17,97,10,2.0
398,69033095003,69,33,95,3,-4.0
399,92048115014,92,48,115,14,
400,98036051000,98,36,51,0,
401,40031101027,40,31,101,27,-7.0
402,104027107000,104,27,107,0,7.0
403,60021108017,60,21,108,17,
404,111030160021,111,30,160,21,
405,93047105009,93,47,105,9,-10.0
406,91021116017,91,21,116,17,
407,25038118013,25,38,118,13,
408,99043126031,99,43,126,31,6.0
409,1044130034,1,44,130,34,-1.0
410,1027009009,1,27,9,9,-6.0
411,5041099027,5,41,99,27,3.0
412,12024007017,12,24,7,17,13.0
413,15028011007,15,28,11,7,
414,97042019000,97,42,19,0,-18.0
415,60023018000,60,23,18,0,
416,66035024014,66,35,24,14,-14.0
417,35044032000,35,44,32,0,-4.0
418,33056095026,33,56,95,26,-11.0
419,34031132014,34,31,132,14,
420,104050040000,104,50,40,0,-8.0
421,46024045017,46,24,45,17,11.0
422,43020129017,43,20,129,17,7.0
423,53035145023,53,35,145,23,
424,88016044007,88,16,44,7,3.0
425,28009048007,28,9,48,7,
426,81024047010,81,24,47,10,-16.0
427,54020003010,54,20,3,10,7.0
428,103029058003,103,29,58,3,-16.0
429,61016042010,61,16,42,10,-7.0
430,80035063010,80,35,63,10,-25.0
431,70020100018,70,20,100,18,7.0
432,22016075013,22,16,75,13,-1.0
433,86054069000,86,54,69,0,-21.0
434,78031087016,78,31,87,16,10.0
435,68036079000,68,36,79,0,
436,73031118018,73,31,118,18,
437,74030076019,74,30,76,19,
438,77028062024,77,28,62,24,22.0
439,71048082010,71,48,82,10,-29.0
440,6030085016,6,30,85,16,
441,147032150031,147,32,150,31,
442,10030090007,10,30,90,7,-14.5
443,91031039028,91,31,39,28,
444,93041089014,93,41,89,14,-24.0
445,107016101014,107,16,101,14,3.0
446,64045110014,64,45,110,14,-7.0
447,126010114007,126,10,114,7,2.0
448,115036025031,115,36,25,31,
449,116042117010,116,42,117,10,
450,120023049010,120,23,49,10,-7.0
451,38038121032,38,38,121,32,-7.0
452,127010084003,127,10,84,3,3.0
453,27046125026,27,46,125,26,-9.0
454,160038139029,160,38,139,29,
455,124017108010,124,17,108,10,
456,111059158021,111,59,158,21,
457,128020102017,128,20,102,17,-5.0
458,17023130013,17,23,130,13,
459,56018059017,56,18,59,17,-7.0
460,128044090017,128,44,90,17,-11.0
461,18024011013,18,24,11,13,
462,12035089013,12,35,89,13,-10.0
463,22024056022,22,24,56,22,3.0
464,73029025024,73,29,25,24,
465,139042144035,139,42,144,35,
466,69021027016,69,21,27,16,1.0
467,29031161027,29,31,161,27,
468,15024028007,15,24,28,7,
469,32039049013,32,39,49,13,-14.0
470,35019010014,35,19,10,14,-6.0
471,38045125007,38,45,125,7,-2.0
472,42048043007,42,48,43,7,-5.0
473,111048145014,111,48,145,14,
474,24028046003,24,28,46,3,2.0
475,33049053014,33,49,53,14,-34.0
476,65027054024,65,27,54,24,8.0
477,62026063007,62,26,63,7,1.0
478,68012060007,68,12,60,7,
479,81041066014,81,41,66,14,-13.0
480,95017070014,95,17,70,14,-4.0
481,71048045010,71,48,45,10,-21.0
482,158030074028,158,30,74,28,
483,76022153013,76,22,153,13,
484,124016079007,124,16,79,7,
485,80040077028,80,40,77,28,-27.0
486,82024047016,82,24,47,16,7.0
487,86024078014,86,24,78,14,-6.0
488,87024009006,87,24,9,6,-32.0
489,61052088021,61,52,88,21,-21.0
490,97048005041,97,48,5,41,-4.0
491,17058091008,17,58,91,8,
492,92031150000,92,31,150,0,
493,98038003029,98,38,3,29,12.0
494,93034107027,93,34,107,27,-14.0
495,114038099035,114,38,99,35,-8.0
496,14020100013,14,20,100,13,-12.0
497,103030064017,103,30,64,17,3.0
498,104038101021,104,38,101,21,-14.0
499,108003048000,108,3,48,0,
500,7035105000,7,35,105,0,-16.0
501,147024115013,147,24,115,13,
502,116045118030,116,45,118,30,
503,75027121014,75,27,121,14,-27.0
504,120045122000,120,45,122,0,-5.0
505,126017006013,126,17,6,13,4.0
506,19034127014,19,34,127,14,-5.0
507,130024160020,130,24,160,20,
508,44028129014,44,28,129,14,-3.0
509,21020060010,21,20,60,10,
510,84013005007,84,13,5,7,13.0
511,93017007017,93,17,7,17,-1.0
512,147024015007,147,24,15,7,
513,17017116012,17,17,116,12,
514,68019018013,68,19,18,13,
515,47033024010,47,33,24,10,-13.0
516,91038025010,91,38,25,10,
517,29023102010,29,23,102,10,
518,32021110007,32,21,110,7,-13.0
519,34030115028,34,30,115,28,
520,54055033021,54,55,33,21,-1.0
521,150031132000,150,31,132,0,
522,73041039017,73,41,39,17,
523,40024107007,40,24,107,7,-1.0
524,82049045013,82,49,45,13,-5.0
525,11052144017,11,52,144,17,
526,43013088007,43,13,88,7,5.0
527,44024062018,44,24,62,18,-2.0
528,66016046010,66,16,46,10,-15.0
529,79024048020,79,24,48,20,
530,103028049007,103,28,49,7,-18.0
531,53038058019,53,38,58,19,5.0
532,56045121014,56,45,121,14,-15.0
533,80024061014,80,24,61,14,1.0
534,129024063000,129,24,63,0,-13.0
535,65027064010,65,27,64,10,-4.0
536,27023075017,27,23,75,17,13.0
537,59041069003,59,41,69,3,-14.0
538,1030078017,1,30,78,17,13.0
539,87052090006,87,52,90,6,-27.0
540,114020097019,114,20,97,19,1.0
541,22024095006,22,24,95,6,-22.0
542,19025099020,19,25,99,20,7.0
543,128026100000,128,26,100,0,-16.0
544,105034101014,105,34,101,14,-5.0
545,104031012023,104,31,12,23,-7.0
546,111038076020,111,38,76,20,
547,92049117026,92,49,117,26,
548,127024126020,127,24,126,20,17.0
549,28003124003,28,3,124,3,
550,161028153017,161,28,153,17,
551,154017158013,154,17,158,13,
552,118039130032,118,39,130,32,
553,75033015014,75,33,15,14,
554,104053105016,104,53,105,16,-13.0
555,122021121014,122,21,121,14,-10.0
556,71028081024,71,28,81,24,-8.0
557,86019087010,86,19,87,10,-7.0
558,39045001021,39,45,1,21,3.0
559,10023003022,10,23,3,22,5.0
560,5028006018,5,28,6,18,6.0
561,59019021013,59,19,21,13,-17.0
562,22021125017,22,21,125,17,-22.0
563,115042132023,115,42,132,23,
564,35038038018,35,38,38,18,-20.0
565,97017078013,97,17,78,13,-8.0
566,91035082006,91,35,82,6,5.0
567,84007085006,84,7,85,6,-4.0
568,40028089021,40,28,89,21,-17.0
569,120028103021,120,28,103,21,-2.0
570,110031054028,110,31,54,28,20.0
571,147044117017,147,44,117,17,
572,104033007007,104,33,7,7,-1.0
573,70024009007,70,24,9,7,-9.0
574,32013033010,32,13,33,10,2.0
575,71037039016,71,37,39,16,-24.0
576,129014047003,129,14,47,3,-1.0
577,80047017017,80,47,17,17,-6.0
578,10033014026,10,33,14,26,-6.0
579,34029015028,34,29,15,28,
580,126021056020,126,21,56,20,-1.0
581,75026104010,75,26,104,10,6.0
582,3021042015,3,21,42,15,-5.5
583,33031128012,33,31,128,12,-3.0
584,1036120028,1,36,120,28,8.0
585,7028032024,7,28,32,24,-2.0
586,44028103022,44,28,103,22,1.0
587,86027035023,86,27,35,23,-4.0
588,71021054020,71,21,54,20,-7.0
589,114024061014,114,24,61,14,-3.0
590,6032081021,6,32,81,21,-1.0
591,93007087003,93,7,87,3,-0.0
