,Hash,W,W Pts,L,L Pts,Line
0,59020010018,59,20,10,18,3.0
1,17020087014,17,20,87,14,9.0
2,33048029017,33,48,29,17,-13.5
3,59032032020,59,32,32,20,-5.5
4,34027005022,34,27,5,22,
5,65030110003,65,30,110,3,2.5
6,92014074000,92,14,74,0,
7,42024077016,42,24,77,16,-29.0
8,128038079000,128,38,79,0,
9,1034091016,1,34,91,16,-17.5
10,111023154010,111,23,154,10,
11,105020118017,105,20,118,17,
12,103034127027,103,34,127,27,-4.0
13,68040158033,68,40,158,33,
14,17047012013,17,47,12,13,-6.0
15,14038003031,14,38,3,31,5.5
16,5023019013,5,23,19,13,-4.0
17,22055121000,22,55,121,0,-14.0
18,65014025009,65,14,25,9,
19,102017029000,102,17,29,0,
20,132021039013,132,21,39,13,
21,44059045021,44,59,45,21,-24.0
22,27031043024,27,31,43,24,-5.0
23,49042048000,49,42,48,0,
24,120026047014,120,26,47,14,-7.0
25,84028147017,84,28,147,17,
26,128030053006,128,30,53,6,-26.0
27,32021054021,32,21,54,21,-3.0
28,62024024021,62,24,24,21,-6.0
29,64022058006,64,22,58,6,-1.0
30,61022059014,61,22,59,14,-1.5
31,124017060013,124,17,60,13,
32,42030066024,42,30,66,24,1.0
33,88023078021,88,23,78,21,20.0
34,129027068014,129,27,68,14,
35,73061074021,73,61,74,21,
36,126026077000,126,26,77,0,-25.0
37,69043079006,69,43,79,6,
38,82045006003,82,45,6,3,4.5
39,80022085014,80,22,85,14,-24.0
40,63031089024,63,31,89,24,-3.0
41,86015090012,86,15,90,12,-19.0
42,144035154007,144,35,154,7,
43,115030092015,115,30,92,15,
44,35026098019,35,26,98,19,-9.0
45,81019099007,81,19,99,7,-17.0
46,100023056007,100,23,56,7,7.0
47,108020011002,108,20,11,2,
48,114018091015,114,18,91,15,-19.0
49,127042116040,127,42,116,40,
50,97042117007,97,42,117,7,
51,122021125020,122,21,125,20,-10.0
52,46031160007,46,31,160,7,
53,71042130007,71,42,130,7,
54,130026001020,130,26,1,20,
55,38016003006,38,16,3,6,10.5
56,5027085008,5,27,85,8,-10.0
57,104035010027,104,35,10,27,1.5
58,82031015014,82,31,15,14,
59,84027024020,84,27,24,20,-3.0
60,45021139017,45,21,139,17,
61,18017029012,18,17,29,12,
62,33042046016,33,42,46,16,-16.0
63,25010039003,25,10,39,3,
64,99034042019,99,34,42,19,6.0
65,124041144014,124,41,144,14,
66,49048043014,49,48,43,14,-6.5
67,114023147017,114,23,147,17,
68,59028088017,59,28,88,17,-13.0
69,40030060017,40,30,60,17,
70,71038063007,71,38,63,7,-38.0
71,7014064014,7,14,64,14,-6.0
72,70033075030,70,33,75,30,16.0
73,78024062020,78,24,62,20,-7.0
74,79031011017,79,31,11,17,
75,81042087010,81,42,87,10,0.0
76,19028150012,19,28,150,12,
77,86020044017,86,20,44,17,7.0
78,6048092000,6,48,92,0,
79,93041053007,93,41,53,7,-24.5
80,100013077012,100,13,77,12,-14.0
81,101062117018,101,62,117,18,
82,90010102009,90,10,102,9,-2.0
83,32063110021,32,63,110,21,-20.0
84,17038111015,17,38,111,15,-16.0
85,115028074021,115,28,74,21,
86,103027116021,103,27,116,21,
87,91051118002,91,51,118,2,
88,120023056014,120,23,56,14,6.5
89,126020061011,126,20,61,11,5.5
90,80044127000,80,44,127,0,-8.0
91,54047160007,54,47,160,7,
92,129035066034,129,35,66,34,7.5
93,73027158000,73,27,158,0,
94,128014122007,128,14,122,7,-1.0
95,116028001017,116,28,1,17,
96,54027005026,54,27,5,26,-10.0
97,103024009024,103,24,9,24,-20.5
98,127016011014,127,16,11,14,
99,81034012015,81,34,12,15,-18.0
100,15041060010,15,41,60,10,
101,17018039013,17,18,39,13,
102,58047021007,58,47,21,7,-12.0
103,35026022023,35,26,22,23,4.0
104,78055024014,78,55,24,14,-21.0
105,95021027000,95,21,27,0,-8.0
106,33038059003,33,38,59,3,2.0
107,132034025022,132,34,25,22,
108,126035040007,126,35,40,7,-10.0
109,105038045017,105,38,45,17,-14.0
110,145019144007,145,19,144,7,
111,77040043037,77,40,43,37,-3.0
112,80045044026,80,45,44,26,-3.0
113,120041046006,120,41,46,6,-9.5
114,68024048010,68,24,48,10,
115,101042047010,101,42,47,10,-6.0
116,49030110026,49,30,110,26,-16.5
117,34020147017,34,20,147,17,
118,42040062007,42,40,62,7,-6.5
119,56020128017,56,20,128,17,9.5
120,88034063010,88,34,63,10,-15.5
121,66047065030,66,47,65,30,-9.0
122,14052075020,14,52,75,20,-7.5
123,71042114003,71,42,114,3,-10.0
124,139035074028,139,35,74,28,
125,79016028013,79,16,28,13,
126,84021019014,84,21,19,14,5.5
127,102013087012,102,13,87,12,8.0
128,90019100000,90,19,100,0,7.5
129,97006006003,97,6,6,3,-1.5
130,82019091016,82,19,91,16,
131,99028092027,99,28,92,27,
132,10035098012,10,35,98,12,-10.0
133,3037051014,3,37,51,14,
134,73029107024,73,29,107,24,
135,7018111009,7,18,111,9,-6.5
136,121021070009,121,21,70,9,6.5
137,125024069015,125,24,69,15,3.5
138,115038160021,115,38,160,21,
139,61020129014,61,20,129,14,-7.0
140,18038124019,18,38,124,19,
141,85041130014,85,41,130,14,
142,6028099010,6,28,99,10,-2.0
143,11015068014,11,15,68,14,
144,12018107009,12,18,107,9,-2.0
145,90043021015,90,43,21,15,-16.0
146,38028022021,38,28,22,21,7.0
147,18014048010,18,14,48,10,
148,1052025010,1,52,25,10,
149,144028139000,144,28,139,0,
150,9013027009,9,13,27,9,-4.0
151,69031029022,69,31,29,22,-3.0
152,15035028027,15,35,28,27,
153,95017035010,95,17,35,10,5.5
154,44021042016,44,21,42,16,-5.0
155,75023046017,75,23,46,17,-13.0
156,81024047006,81,24,47,6,-30.0
157,5031147024,5,31,147,24,
158,53030040028,53,30,40,28,25.0
159,54023097003,54,23,97,3,0.0
160,126053060007,126,53,60,7,
161,61014043006,61,14,43,6,-23.0
162,32027065012,32,27,65,12,-14.0
163,7033070010,7,33,70,10,-13.5
164,78016066014,78,16,66,14,-2.0
165,100017071009,100,17,71,9,24.0
166,73034118007,73,34,118,7,
167,34053074024,34,53,74,24,
168,129031077016,129,31,77,16,-21.0
169,80035063022,80,35,63,22,-27.0
170,82031111007,82,31,111,7,-5.0
171,84030150014,84,30,150,14,
172,104028086003,104,28,86,3,-1.5
173,88013062010,88,13,62,10,1.0
174,59038089003,59,38,89,3,-30.0
175,92033019018,92,33,19,18,
176,58023098013,58,23,98,13,
177,93026101017,93,26,101,17,-9.0
178,33044102027,33,44,102,27,-21.0
179,10029103010,10,29,103,10,-11.5
180,79016108016,79,16,108,16,
181,64019110014,64,19,110,14,-13.0
182,114033024016,114,33,24,16,-9.0
183,39016115012,39,16,115,12,
184,130021116014,130,21,116,14,
185,132027117016,132,27,117,16,
186,120030003021,120,30,3,21,6.5
187,121026122023,121,26,122,23,9.0
188,56038125017,56,38,125,17,-6.5
189,45014158000,45,14,158,0,
190,128028087010,128,28,87,10,3.5
191,116038073014,116,38,73,14,
192,111035158007,111,35,158,7,
193,10017064013,10,17,64,13,-10.0
194,108017015006,108,17,15,6,
195,17052025009,17,52,25,9,
196,19019006014,19,19,6,14,15.0
197,28016018016,28,16,18,16,
198,66052024007,66,52,24,7,-23.0
199,87017029010,87,17,29,10,-15.5
200,39027034015,39,27,34,15,
201,58017033017,58,17,33,17,11.0
202,132041150031,132,41,150,31,
203,35024003014,35,24,3,14,1.0
204,40027012017,40,27,12,17,7.5
205,46033045014,46,33,45,14,-6.0
206,63033043024,63,33,43,24,-1.0
207,145034011006,145,34,11,6,
208,44031077003,44,31,77,3,-16.5
209,95049047017,95,49,47,17,-14.0
210,62019061007,62,19,61,7,13.0
211,86025056024,86,25,56,24,-7.0
212,59031078013,59,31,78,13,0.0
213,60019048003,60,19,48,3,
214,65027098018,65,27,98,18,0.0
215,1029070022,1,29,70,22,-11.5
