,Hash,W,W Pts,L,L Pts,Line
0,25023062016,25,23,62,16,3.5
1,71056050027,71,56,50,27,-35.0
2,97027088017,97,27,88,17,-7.0
3,33023105014,33,23,105,14,-14.5
4,124037068023,124,37,68,23,-17.5
5,69034079031,69,34,79,31,-13.0
6,121019010000,121,19,10,0,0.0
7,5027039006,5,27,39,6,-18.5
8,103034100033,103,34,100,33,0.0
9,77041115007,77,41,115,7,-17.5
10,122038029003,122,38,29,3,-9.5
11,86034098006,86,34,98,6,-8.0
12,1042125000,1,42,125,0,-1.0
13,71038112007,71,38,112,7,-35.0
14,49068053034,49,68,53,34,-10.0
15,104066074036,104,66,74,36,
16,82038046028,82,38,46,28,-8.5
17,101031045021,101,31,45,21,4.5
18,44038018000,44,38,18,0,-34.0
19,63017008014,63,17,8,14,
20,14041038031,14,41,38,31,13.0
21,19014040010,19,14,40,10,-14.0
22,84048062014,84,48,62,14,-1.0
23,78036061020,78,36,61,20,6.0
24,92035099023,92,35,99,23,15.0
25,85048072006,85,48,72,6,
26,35056048003,35,56,48,3,-35.0
27,60013075010,60,13,75,10,19.0
28,127020042013,127,20,42,13,-12.0
29,95038011020,95,38,11,20,-19.5
30,3038017031,3,38,17,31,-4.5
31,113064050030,113,64,50,30,
32,55027002016,55,27,2,16,-16.5
33,64030058010,64,30,58,10,-10.0
34,81037076009,81,37,76,9,
35,7038051017,7,38,51,17,
36,108024102012,108,24,102,12,-11.0
37,110052021034,110,52,21,34,-3.0
38,107035118003,107,35,118,3,-18.0
39,65042120000,65,42,120,0,-12.5
40,66037015000,66,37,15,0,-26.0
41,80034128017,80,34,128,17,-11.0
42,89023093017,89,23,93,17,-6.0
43,116020117012,116,20,117,12,
44,129026091014,129,26,91,14,-10.5
45,24042025014,24,42,25,14,3.5
46,126042006038,126,42,6,38,5.5
47,125026070014,125,26,70,14,-10.0
48,65014058006,65,14,58,6,-11.0
49,80049108000,80,49,108,0,-37.5
50,122037022000,122,37,22,0,3.0
51,27044077010,27,44,77,10,12.0
52,2035102028,2,35,102,28,9.0
53,86048015003,86,48,15,3,-38.0
54,121031056019,121,31,56,19,-28.0
55,60014009013,60,14,9,13,-7.5
56,14041090014,14,41,90,14,-23.0
57,28013011007,28,13,11,7,9.0
58,63014040007,63,14,40,7,3.0
59,129045079000,129,45,79,0,-16.0
60,88021089019,88,21,89,19,-9.5
61,3032120007,3,32,120,7,-19.5
62,45027044009,45,27,44,9,28.0
63,47073068007,47,73,68,7,-48.5
64,24029034021,24,29,34,21,-22.0
65,5031099014,5,31,99,14,-7.5
66,69024033007,69,24,33,7,24.0
67,59038021012,59,38,21,12,-14.0
68,100038061028,100,38,61,28,10.5
69,114049104031,114,49,104,31,-9.0
70,85027012017,85,27,12,17,-7.0
71,97035091006,97,35,91,6,-19.5
72,25026072014,25,26,72,14,
73,32042052010,32,42,52,10,-44.5
74,10017064000,10,17,64,0,3.5
75,35017095003,35,17,95,3,-3.5
76,62045078023,62,45,78,23,7.0
77,38042074007,38,42,74,7,
78,111035082020,111,35,82,20,9.0
79,43045124030,43,45,124,30,-5.5
80,81010101009,81,10,101,9,-6.0
81,66041046023,66,41,46,23,-16.0
82,71024019003,71,24,19,3,-21.0
83,107030076000,107,30,76,0,
84,54042008006,54,42,8,6,
85,110031093021,110,31,93,21,-8.5
86,73039117036,73,39,117,36,
87,105028050007,105,28,50,7,
88,84033118026,84,33,118,26,-21.5
89,17026006006,17,26,6,6,6.5
90,41017092012,41,17,92,12,
91,116045053022,116,45,53,22,-16.0
92,127033013021,127,33,13,21,
93,1052115010,1,52,115,10,-18.0
94,1030025027,1,30,25,27,-3.0
95,9037021020,9,37,21,20,1.0
96,100070090014,100,70,90,14,-42.5
97,61059028020,61,59,28,20,-35.0
98,53035042009,53,35,42,9,6.5
99,14031102007,14,31,102,7,-18.0
100,35016130009,35,16,130,9,-19.0
101,121020022018,121,20,22,18,-15.0
102,29021079014,29,21,79,14,-1.0
103,128042056020,128,42,56,20,-20.0
104,80035066014,80,35,66,14,-26.0
105,105024098006,105,24,98,6,-2.5
106,49031043027,49,31,43,27,-21.0
107,114042040024,114,42,40,24,-27.5
108,45038011000,45,38,11,0,-11.5
109,88035113007,88,35,113,7,
110,47048104007,47,48,104,7,-25.0
111,129052115007,129,52,115,7,-37.5
112,24025117006,24,25,117,6,
113,126020017010,126,20,17,10,-10.0
114,127024041016,127,24,41,16,
115,99037075034,99,37,75,34,8.0
116,86020087013,86,20,87,13,-25.0
117,63041058014,63,41,58,14,-3.5
118,97040085020,97,40,85,20,-15.5
119,84058092003,84,58,92,3,-24.0
120,54031010019,54,31,10,19,-5.0
121,19013081012,19,13,81,12,3.5
122,33062027013,33,62,27,13,-28.5
123,107034034028,107,34,34,28,-13.0
124,70038048024,70,38,48,24,-21.0
125,55024095021,55,24,95,21,6.5
126,64030120006,64,30,120,6,-8.5
127,82042065023,82,42,65,23,-1.0
128,12033069030,12,33,69,30,4.0
129,7044093017,7,44,93,17,-7.5
130,50077051014,50,77,51,14,
131,108035124007,108,35,124,7,-8.5
132,122027059020,122,27,59,20,3.5
133,103020032017,103,20,32,17,3.0
134,77023089014,77,23,89,14,5.5
135,116030039021,116,30,39,21,-26.5
136,74028073027,74,28,73,27,
137,5035044011,5,35,44,11,-11.5
138,6034076015,6,34,76,15,
139,5035091016,5,35,91,16,-16.0
140,113038015031,113,38,15,31,-20.0
141,55026028023,55,26,28,23,-14.5
142,122027087007,122,27,87,7,-14.0
143,128044111021,128,44,111,21,-13.0
144,121024027000,121,24,27,0,-10.0
145,125029022019,125,29,22,19,6.0
146,129038077007,129,38,77,7,-12.0
147,61029062017,61,29,62,17,-9.5
148,44037042014,44,37,42,14,-10.0
149,18046048007,18,46,48,7,-7.0
150,32051049035,32,51,49,35,-21.0
151,98055051000,98,55,51,0,
152,56030102020,56,30,102,20,-9.5
153,104059089021,104,59,89,21,-6.5
154,71055126007,71,55,126,7,-13.5
155,53052014028,53,52,14,28,6.5
156,60028108014,60,28,108,14,-6.5
157,107031045024,107,31,45,24,-6.0
158,47062052007,47,62,52,7,-45.0
159,24018012016,24,18,12,16,-16.0
160,78031088030,78,31,88,30,-7.0
161,64048093041,64,48,93,41,-5.5
162,33030097010,33,30,97,10,-13.5
163,25038115016,25,38,115,16,-36.0
164,130031050019,130,31,50,19,
165,84063099028,84,63,99,28,-16.5
166,90027009015,90,27,9,15,9.5
167,110042070024,110,42,70,24,-21.5
168,79037124035,79,37,124,35,-3.5
169,7042003006,7,42,3,6,3.0
170,2052011014,2,52,11,14,-7.5
171,103042040007,103,42,40,7,-27.5
172,43048021014,43,48,21,14,-3.0
173,46039112037,46,39,112,37,
174,65038095000,65,38,95,0,2.0
175,19024127014,19,24,127,14,-4.5
176,101035001034,101,35,1,34,9.0
177,38043075021,38,43,75,21,4.5
178,54053041020,54,53,41,20,
179,105028076009,105,28,76,9,
180,13031116028,13,31,116,28,
181,92037073020,92,37,73,20,7.0
182,74033118024,74,33,118,24,
183,72027034024,72,27,34,24,
184,6024085003,6,24,85,3,-11.0
185,8020039000,8,20,39,0,
186,69038100017,69,38,100,17,12.0
187,75021022014,75,21,22,14,-7.0
188,33024056010,33,24,56,10,-28.0
189,59053090017,59,53,90,17,-28.0
190,15035079007,15,35,79,7,8.5
191,80028086009,80,28,86,9,-14.5
192,128045070024,128,45,70,24,-16.0
193,38041027013,38,41,27,13,-11.5
194,42013077010,42,13,77,10,14.0
195,62038018007,62,38,18,7,-28.0
196,32016003010,32,16,3,10,-17.0
197,121052092014,121,52,92,14,-27.5
198,104054045033,104,54,45,33,-14.0
199,88056063021,88,56,63,21,-9.5
200,53062021019,53,62,21,19,-14.0
201,71024082017,71,24,82,17,-26.0
202,11018068013,11,18,68,13,-12.0
203,1056073014,1,56,73,14,-16.0
204,8034074031,8,34,74,31,
