,Hash,W,W Pts,L,L Pts,Line
0,16042118017,16,42,118,17,-3.0
1,120034060013,120,34,60,13,3.5
2,95034069000,95,34,69,0,-14.0
3,125041012013,125,41,12,13,-12.0
4,99036085028,99,36,85,28,2.5
5,109031067017,109,31,67,17,-6.0
6,102035009007,102,35,9,7,-7.0
7,89056093027,89,56,93,27,-3.0
8,116025061023,116,25,61,23,3.0
9,77030100010,77,30,100,10,-12.0
10,64041058024,64,41,58,24,-7.5
11,130021079020,130,21,79,20,-13.5
12,129038002017,129,38,2,17,-26.5
13,71047124024,71,47,124,24,-14.0
14,84044126010,84,44,126,10,-13.5
15,111045112022,111,45,112,22,-13.5
16,101026073003,101,26,73,3,-6.5
17,50022065014,50,22,65,14,7.5
18,14021048000,14,21,48,0,-10.0
19,82039127013,82,39,127,13,-7.0
20,63031068027,63,31,68,27,-8.0
21,15027087017,15,27,87,17,13.5
22,32056039010,32,56,39,10,-34.5
23,29027122022,29,27,122,22,9.0
24,66052042042,66,52,42,42,-9.0
25,19038062031,19,38,62,31,-5.0
26,97052121007,97,52,121,7,-19.5
27,3034022010,3,34,22,10,4.5
28,5070041000,5,70,41,0,-27.0
29,115027117017,115,27,117,17,-12.5
30,43031123013,43,31,123,13,-19.0
31,10034052000,10,34,52,0,-26.0
32,98051051021,98,51,51,21,-10.0
33,104052030010,104,52,30,10,-24.0
34,46040031010,46,40,31,10,-36.0
35,8018105014,8,18,105,14,18.5
36,47045076006,47,45,76,6,-27.0
37,49027053002,49,27,53,2,3.5
38,24038025017,24,38,25,17,-11.5
39,34024090007,34,24,90,7,3.0
40,114027103024,114,27,103,24,7.5
41,120024095017,120,24,95,17,9.5
42,11035070023,11,35,70,23,-7.0
43,62042028010,62,42,28,10,-21.0
44,2042100028,2,42,100,28,4.5
45,61016060006,61,16,60,6,-14.5
46,77024027020,77,24,27,20,-6.5
47,38019014016,38,19,14,16,6.5
48,29024128003,29,24,128,3,7.5
49,63042015017,63,42,15,17,5.0
50,10027098013,10,27,98,13,-19.5
51,3020110006,3,20,110,6,-29.5
52,71035092012,71,35,92,12,-26.5
53,84066117024,84,66,117,24,-36.0
54,81052021026,81,52,21,26,-22.5
55,80026079014,80,26,79,14,-34.5
56,129051055014,129,51,55,14,-21.0
57,32026059003,32,26,59,3,-23.0
58,107035072019,107,35,72,19,-10.0
59,35056018017,35,56,18,17,-24.0
60,86045085014,86,45,85,14,-15.0
61,1023130003,1,23,130,3,3.0
62,17028126027,17,28,126,27,-8.0
63,78021091013,78,21,91,13,-21.5
64,105028073022,105,28,73,22,-2.0
65,87027016016,87,27,16,16,-13.5
66,82056040037,82,56,40,37,-15.5
67,45048048028,45,48,48,28,-8.0
68,125030064028,125,30,64,28,-7.0
69,19066127003,19,66,127,3,-13.5
70,124029068026,124,29,68,26,-6.0
71,96031113024,96,31,113,24,-13.5
72,26012102009,26,12,102,9,-6.5
73,46029050000,46,29,50,0,-22.0
74,89042058035,89,42,58,35,3.0
75,116042115021,116,42,115,21,-21.5
76,5041108016,5,41,108,16,-23.5
77,6041099017,6,41,99,17,-14.5
78,104042118013,104,42,118,13,-26.5
79,44042031000,44,42,31,0,-27.0
80,7028052027,7,28,52,27,-14.0
81,111056076026,111,56,76,26,-22.0
82,30049112034,30,49,112,34,-14.0
83,67024056014,67,24,56,14,12.5
84,75044090012,75,44,90,12,6.0
85,96037046034,96,37,46,34,-4.5
86,12045127017,12,45,127,17,-6.5
87,27041070031,27,41,70,31,-2.0
88,120038089021,120,38,89,21,-8.5
89,10003065002,10,3,65,2,-10.0
90,11041002024,11,41,2,24,-7.0
91,108041028017,108,41,28,17,2.0
92,66069072017,66,69,72,17,-26.5
93,107043093007,107,43,93,7,-36.0
94,71038074007,71,38,74,7,-25.5
95,17059114000,17,59,114,0,-7.5
96,84032088026,84,32,88,26,-8.0
97,35014095007,35,14,95,7,-7.5
98,1031040028,1,31,40,28,4.0
99,85045039007,85,45,39,7,-13.0
100,129013034010,129,13,34,10,-2.0
101,86055100013,86,55,100,13,-28.0
102,78035061017,78,35,61,17,2.0
103,44017045005,44,17,45,5,-13.5
104,122020038017,122,20,38,17,-6.5
105,22027069009,22,27,69,9,-18.5
106,124051041028,124,51,41,28,-8.0
107,18031079028,18,31,79,28,-3.0
108,56035019027,56,35,19,27,14.5
109,101031099014,101,31,99,14,-14.0
110,16030102028,16,30,102,28,-6.5
111,103035112003,103,35,112,3,-30.5
112,29028110024,29,28,110,24,-13.0
113,55017058016,55,17,58,16,-4.0
114,26045121010,26,45,121,10,-11.0
115,81055126014,81,55,126,14,-21.0
116,97035080003,97,35,80,3,-11.5
117,73036005028,73,36,5,28,10.5
118,13020015007,13,20,15,7,-16.5
119,116058117010,116,58,117,10,-24.0
120,92035091010,92,35,91,10,-6.0
121,115023006020,115,23,6,20,23.5
122,62017030000,62,17,30,0,-17.0
123,3041123007,3,41,123,7,-28.0
124,98027008024,98,27,8,24,2.5
125,49020067014,49,20,67,14,-17.5
126,42020051017,42,20,51,17,-25.5
127,54041076003,54,41,76,3,-41.5
128,53038047029,53,38,47,29,6.0
129,24017128014,24,17,128,14,3.0
130,26031012028,26,31,12,28,-13.0
131,86045102003,86,45,102,3,-28.5
132,14034113007,14,34,113,7,-10.0
133,77016079008,77,16,79,8,-10.5
134,21045060020,21,45,60,20,-12.0
135,120023064017,120,23,64,17,7.0
136,38038065007,38,38,65,7,-7.0
137,17044130000,17,44,130,0,-29.0
138,54026010021,54,26,10,21,-2.5
139,3049007014,3,49,7,14,-9.5
140,55034098027,55,34,98,27,7.5
141,25028040025,25,28,40,25,6.0
142,70023090021,70,23,90,21,6.5
143,122020075017,122,20,75,17,4.0
144,87021044020,87,21,44,20,-2.0
145,125012033003,125,12,33,3,4.0
146,62023078007,62,23,78,7,-9.0
147,13037084032,13,37,84,32,10.0
148,116030001023,116,30,1,23,-9.5
149,111056073014,111,56,73,14,-11.0
150,11042043020,11,42,43,20,2.0
151,88032018025,88,32,18,25,-10.0
152,2022009003,2,22,9,3,-10.0
153,56051028024,56,51,28,24,-21.5
154,59041105023,59,41,105,23,-2.5
155,69030029024,69,30,29,24,7.0
156,66042016021,66,42,16,21,-32.5
157,34055108054,34,55,108,54,-6.0
158,104032089010,104,32,89,10,-28.5
159,117042041017,117,42,41,17,-3.5
160,101048093007,101,48,93,7,-24.5
161,32030103006,32,30,103,6,-7.0
162,35027006010,35,27,6,10,-7.5
163,115034045031,115,34,45,31,-1.5
164,99023092010,99,23,92,10,-7.0
165,74034118033,74,34,118,33,7.5
166,5031114010,5,31,114,10,-3.5
167,80028109010,80,28,109,10,-21.0
168,8031067014,8,31,67,14,-6.5
169,110024052010,110,24,52,10,-5.0
170,63037030003,63,37,30,3,-6.5
171,96017031009,96,17,31,9,-29.5
172,51044048027,51,44,48,27,-2.0
173,110034093027,110,34,93,27,-17.5
174,85027097021,85,27,97,21,24.5
175,26026053021,26,26,53,21,3.5
176,70024125017,70,24,125,17,15.5
177,124007102003,124,7,102,3,-5.0
