,Hash,W,W Pts,L,L Pts,Line
0,71031128000,71,31,128,0,-16.5
1,80034034010,80,34,34,10,-13.5
2,5019038014,5,19,38,14,-7.0
3,69020015015,69,20,15,15,
4,46035040013,46,35,40,13,-13.5
5,82031068014,82,31,68,14,
6,127010042009,127,10,42,9,9.0
7,122034008007,122,34,8,7,
8,10022064017,10,22,64,17,-6.0
9,128016011014,128,16,11,14,
10,61034014026,61,34,14,26,-14.0
11,17013039012,17,13,39,12,-10.5
12,43028021003,43,28,21,3,-9.5
13,44052018021,44,52,18,21,
14,25034001021,25,34,1,21,-5.0
15,115017028003,115,17,28,3,
16,35024095021,35,24,95,21,-3.5
17,90028048006,90,28,48,6,
18,49020053014,49,20,53,14,-4.0
19,12044050003,12,44,50,3,
20,27049056016,27,49,56,16,2.0
21,65017058006,65,17,58,6,-5.0
22,91056070014,91,56,70,14,-13.0
23,78042077015,78,42,77,15,-24.0
24,24048052013,24,48,52,13,
25,107037073031,107,37,73,31,-3.5
26,32070074021,32,70,74,21,
27,81030100029,81,30,100,29,-6.5
28,6022085016,6,22,85,16,-13.0
29,86056063003,86,56,63,3,-14.0
30,34045092013,34,45,92,13,
31,98025110010,98,25,110,10,-6.0
32,7034093014,7,34,93,14,-11.0
33,47034051006,47,34,51,6,
34,75027101017,75,27,101,17,-20.0
35,102032002007,102,32,2,7,
36,114025103023,114,25,103,23,-0.0
37,104030087028,104,30,87,28,-12.0
38,111020066017,111,20,66,17,6.0
39,105018054013,105,18,54,13,-7.5
40,116032117017,116,32,117,17,
41,130036118013,130,36,118,13,-14.0
42,33041121017,33,41,121,17,-19.0
43,97024126017,97,24,126,17,-4.5
44,120035125014,120,35,125,14,-7.0
45,124028060025,124,28,60,25,
46,71042107016,71,42,107,16,-24.0
47,72018008000,72,18,8,0,
48,95014007000,95,14,7,0,-3.0
49,12054092020,12,54,92,20,
50,15045002000,15,45,2,0,
51,17045001021,17,45,1,21,-15.5
52,91022019020,91,22,19,20,6.5
53,27013029010,27,13,29,10,-6.0
54,129056028000,129,56,28,0,
55,127024034003,127,24,34,3,-7.0
56,33052056020,33,52,56,20,-33.5
57,50032040007,50,32,40,7,
58,44037045009,44,37,45,9,-10.5
59,32073049007,32,73,49,7,-24.5
60,104030053016,104,30,53,16,-10.0
61,46017062010,46,17,62,10,-4.0
62,58042111018,58,42,111,18,3.0
63,59047006010,59,47,6,10,-14.0
64,43035060014,43,35,60,14,
65,61026078024,61,26,78,24,5.5
66,42042066000,42,42,66,0,-14.0
67,54044065024,54,44,65,24,2.5
68,69029022012,69,29,22,12,7.0
69,10044052012,10,44,52,12,
70,51029068009,51,29,68,9,
71,5044074000,5,44,74,0,
72,87030079016,87,30,79,16,
73,126025080016,126,25,80,16,-5.5
74,105036081014,105,36,81,14,-2.5
75,39036084016,39,36,84,16,7.0
76,63033150007,63,33,150,7,
77,86038097014,86,38,97,14,-7.0
78,114017093010,114,17,93,10,-24.0
79,77041099041,77,41,99,41,13.5
80,100034021019,100,34,21,19,-7.0
81,101044073029,101,44,73,29,6.0
82,103041035023,103,41,35,23,-1.0
83,88051108017,88,51,108,17,
84,110015089013,110,15,89,13,14.0
85,18035115023,18,35,115,23,
86,25041117016,25,41,117,16,
87,3017120007,3,17,120,7,-20.5
