,Hash,W,W Pts,L,L Pts,Line
0,105010099007,105,10,99,7,-3.5
1,69024044014,69,24,44,14,6.0
2,81034107009,81,34,107,9,-9.0
3,15029124019,15,29,124,19,-7.0
4,2027028009,2,27,28,9,4.0
5,108049008000,108,49,8,0,
6,64045010021,64,45,10,21,5.0
7,22024011010,22,24,11,10,-25.5
8,17038118028,17,38,118,28,-11.5
9,49021018014,49,21,18,14,-13.0
10,24037025017,24,37,25,17,-24.0
11,33048027021,33,48,27,21,-32.0
12,34042150021,34,42,150,21,
13,35028095006,35,28,95,6,-8.5
14,39024084021,39,24,84,21,10.5
15,111028040025,111,28,40,25,2.0
16,59024044007,59,24,44,7,-13.5
17,46049085020,46,49,85,20,-13.0
18,87051048010,87,51,48,10,-33.0
19,80020053019,80,20,53,19,-16.5
20,50010012009,50,10,12,9,9.5
21,121028056015,121,28,56,15,-13.5
22,98023058021,98,23,58,21,8.0
23,128029060029,128,29,60,29,-13.0
24,65028104010,65,28,104,10,1.5
25,75035125017,75,35,125,17,-8.5
26,130025072006,130,25,72,6,
27,42030068014,42,30,68,14,
28,78042077007,78,42,77,7,-35.0
29,45035079009,45,35,79,9,-20.0
30,86024021020,86,24,21,20,-26.5
31,1030089021,1,30,89,21,-5.5
32,14037090020,14,37,90,20,-4.5
33,91031097031,91,31,97,31,7.5
34,19046092016,19,46,92,16,
35,103038051003,103,38,51,3,-20.5
36,100042029021,100,42,29,21,-12.5
37,73024101007,73,24,101,7,15.0
38,110013093012,110,13,93,12,3.0
39,105031054022,105,31,54,22,-8.5
40,71049116022,71,49,116,22,-25.5
41,5049117003,5,49,117,3,
42,3025120008,3,25,120,8,-23.5
43,126031006007,126,31,6,7,-22.0
44,91045017038,91,45,17,38,5.5
45,81061008000,81,61,8,0,
46,7045095007,7,45,95,7,3.0
47,46062011010,46,62,11,10,-17.0
48,80017015006,80,17,15,6,-18.5
49,88041019014,88,41,19,14,12.5
50,18024062020,18,24,62,20,20.0
51,24057012038,24,57,12,38,-9.5
52,120042027037,120,42,27,37,-10.0
53,50031028017,50,31,28,17,-23.5
54,85046034036,85,46,34,36,12.0
55,33024022020,33,24,22,20,-6.5
56,114037132014,114,37,132,14,
57,39006001003,39,6,1,3,8.0
58,44021045007,44,21,45,7,-16.0
59,32035049019,32,35,49,19,-23.5
60,53016058015,53,16,58,15,-2.5
61,43016060000,43,16,60,0,-14.0
62,78017061017,78,17,61,17,-3.0
63,42024066017,42,24,66,17,-14.0
64,54024065003,54,24,65,3,4.5
65,69014056010,69,14,56,10,-8.0
66,74042073039,74,42,73,39,
67,14049077000,14,49,77,0,-21.0
68,79027048014,79,27,48,14,0.0
69,99021084007,99,21,84,7,-19.0
70,92039063030,92,39,63,30,
71,3017098010,3,17,98,10,-23.5
72,86049102008,86,49,102,8,-27.0
73,103034035031,103,34,35,31,5.5
74,100031104021,100,31,104,21,-13.5
75,2023108020,2,23,108,20,3.5
76,64035110009,64,35,110,9,-17.0
77,105019111009,105,19,111,9,-22.0
78,116042117018,116,42,117,18,
79,115019118017,115,19,118,17,
80,121053070000,121,53,70,0,-19.0
81,29030122027,29,30,122,27,-1.5
82,127023005020,127,23,5,20,4.5
83,126027129010,126,27,129,10,-31.5
84,101017124017,101,17,124,17,-15.5
