,Hash,W,W Pts,L,L Pts,Line
0,95017120013,95,17,120,13,-6.5
1,113056002014,113,56,2,14,-24.5
2,11037028026,11,37,28,26,-3.0
3,26037057000,26,37,57,0,-21.0
4,114049089024,114,49,89,24,-16.0
5,17030127006,17,30,127,6,-13.0
6,63030115027,63,30,115,27,-9.5
7,103035069021,103,35,69,21,-3.0
8,62017013013,62,17,13,13,-7.5
9,99020092017,99,20,92,17,-24.5
10,78050070010,78,50,70,10,-14.5
11,128069055034,128,69,55,34,-27.0
12,79024086014,79,24,86,14,6.0
13,77042100041,77,42,100,41,2.0
14,80056060010,80,56,60,10,-26.0
15,42024124007,42,24,124,7,-10.0
16,45038111023,45,38,111,23,1.5
17,72031019024,72,31,19,24,12.0
18,71049098020,71,49,98,20,-20.5
19,59041014032,59,41,14,32,-2.5
20,44018068017,44,18,68,17,-2.5
21,25022024017,25,22,24,17,6.0
22,35045016023,35,45,16,23,-38.0
23,32027015014,32,27,15,14,-28.5
24,104037130017,104,37,130,17,-31.0
25,106030040013,106,30,40,13,34.5
26,22026010019,22,26,10,19,-2.5
27,97049039010,97,49,39,10,-43.0
28,3041061014,3,41,61,14,-13.5
29,90024110012,90,24,110,12,-19.5
30,81024118007,81,24,118,7,-30.0
31,5024108017,5,24,108,17,-10.0
32,126021091012,126,21,91,12,-16.0
33,109039112029,109,39,112,29,-6.0
34,27046031026,27,46,31,26,-3.0
35,54041076014,54,41,76,14,-42.0
36,119033094031,119,33,94,31,4.5
37,84057008034,84,57,8,34,-38.0
38,53032049014,53,32,49,14,-14.0
39,12059093024,12,59,93,24,-10.5
40,122020038017,122,20,38,17,-7.0
41,21034087010,21,34,87,10,-5.0
42,117027116020,117,27,116,20,7.0
43,121017086016,121,17,86,16,-10.0
44,43045057006,43,45,57,6,-13.5
45,61031001025,61,31,1,25,-21.5
46,79051074024,79,51,74,24,-21.5
47,49047048014,49,47,48,14,-6.5
48,80031113016,80,31,113,16,-16.0
49,15021041013,15,21,41,13,-17.0
50,22052011027,22,52,11,27,-27.5
51,89025046024,89,25,46,24,13.0
52,108034130031,108,34,130,31,3.5
53,125028075027,125,28,75,27,10.0
54,35041066020,35,41,66,20,-1.5
55,47052059013,47,52,59,13,-7.0
56,62041018007,62,41,18,7,-18.5
57,97042100029,97,42,100,29,-25.0
58,78020088017,78,20,88,17,-14.0
59,96032072031,96,32,72,31,1.0
60,85010129007,85,10,129,7,6.5
61,84042034025,84,42,34,25,-34.0
62,95048029010,95,48,29,10,-21.0
63,45009044006,45,9,44,6,3.5
64,54041126003,54,41,126,3,-23.5
65,64028118010,64,28,118,10,-8.0
66,65028010010,65,28,10,10,-3.0
67,107058106010,107,58,106,10,-20.0
68,56036102027,56,36,102,27,8.5
69,104045073000,104,45,73,0,-39.0
70,32020105017,32,20,105,17,-1.0
71,50056040049,50,56,40,49,-3.0
72,114036071030,114,36,71,30,4.0
73,91042009007,91,42,9,7,-5.5
74,69010026007,69,10,26,7,-3.0
75,111045110010,111,45,110,10,-21.5
76,77023120013,77,23,120,13,3.0
77,99050027013,99,50,27,13,-16.5
78,5059082038,5,59,82,38,10.5
79,6045042014,6,45,42,14,-6.5
80,31041002038,31,41,2,38,-25.0
81,51037109024,51,37,109,24,-1.5
