,Hash,W,W Pts,L,L Pts,Line
0,17028014014,17,28,14,14,-6.0
1,33038110012,33,38,110,12,-12.5
2,46033039027,46,33,39,27,-3.0
3,58037051006,58,37,51,6,
4,84042127039,84,42,127,39,9.5
5,87031088030,87,31,88,30,-1.5
6,19048092021,19,48,92,21,
7,1048118006,1,48,118,6,-25.5
8,21031122014,21,31,122,14,13.5
9,3020035016,3,20,35,16,-1.5
10,15031011006,15,31,11,6,
11,127020019019,127,20,19,19,-8.0
12,24023025010,24,23,25,10,-6.0
13,29033069014,29,33,69,14,7.5
14,32035059023,32,35,59,23,-6.0
15,33017071013,33,17,71,13,5.5
16,111031040024,111,31,40,24,3.0
17,128052053013,128,52,53,13,-18.0
18,58017064017,58,17,64,17,-2.5
19,75021070019,75,21,70,19,-4.0
20,107032073031,107,32,73,31,-8.5
21,92032074003,92,32,74,3,
22,27040077017,27,40,77,17,-8.0
23,82031126017,82,31,126,17,2.5
24,86020056018,86,20,56,18,7.0
25,97020042010,97,20,42,10,4.0
26,10049051007,10,49,51,7,-41.0
27,14028102025,14,28,102,25,-6.5
28,5023108010,5,23,108,10,
29,114027017024,114,27,17,24,7.0
30,93035118023,93,35,118,23,-41.0
31,117019147017,117,19,147,17,
32,160016047010,160,16,47,10,
33,68017124000,68,17,124,0,
34,12039130018,12,39,130,18,-10.0
35,1049130007,1,49,130,7,-7.5
36,7024064019,7,24,64,19,-5.5
37,62012006003,62,12,6,3,2.5
38,35017012014,35,17,12,14,-6.5
39,15030049026,15,30,49,26,
40,85023019020,85,23,19,20,7.5
41,22020122017,22,20,122,17,-9.5
42,44058139000,44,58,139,0,
43,128020027018,128,20,27,18,-15.0
44,38028069018,38,28,69,18,-9.5
45,43041053028,43,41,53,28,-6.5
46,54023075013,54,23,75,13,-7.0
47,56031014013,56,31,14,13,-8.0
48,59048089020,59,48,89,20,-17.0
49,60017011013,60,17,11,13,
50,61020078012,61,20,78,12,3.5
51,129038068017,129,38,68,17,
52,73034074027,73,34,74,27,-10.5
53,77027066023,77,27,66,23,26.0
54,24021084017,24,21,84,17,6.0
55,18027150010,18,27,150,10,
56,80010087007,80,10,87,7,-7.0
57,32028090028,32,28,90,28,-18.5
58,91034147014,91,34,147,14,
59,42028154025,42,28,154,25,
60,99041092007,99,41,92,7,
61,10029098018,10,29,98,18,-20.0
62,65030100003,65,30,100,3,-5.0
63,86027102025,86,27,102,25,-10.5
64,107021111017,107,21,111,17,7.0
65,101030110013,101,30,110,13,-12.0
66,3023105010,3,23,105,10,-7.5
67,103026114026,103,26,114,26,-2.5
68,34026115006,34,26,115,6,
69,116029039027,116,29,39,27,2.5
70,25041118024,25,41,118,24,-13.5
71,45010117003,45,10,117,3,
72,46042120016,46,42,120,16,-6.5
73,17031126003,17,31,126,3,-3.5
74,5012127007,5,12,127,7,-5.0
75,63028160014,63,28,160,14,
76,9048124006,9,48,124,6,
77,5023019017,5,23,19,17,-5.5
78,88037011018,88,37,11,18,
79,12020097013,12,20,97,13,13.0
80,14029087022,14,29,87,22,7.0
81,17026102024,17,26,102,24,-9.0
82,3045021010,3,45,21,10,-18.0
83,54017025003,54,17,25,3,-27.0
84,86017029010,86,17,29,10,-13.0
85,34033085024,34,33,85,24,
86,130031132008,130,31,132,8,
87,35020022013,35,20,22,13,0.0
88,71052042025,71,52,42,25,-9.0
89,46037145010,46,37,145,10,
90,100034048000,100,34,48,0,
91,147033039030,147,33,39,30,
92,78027062010,78,27,62,10,-9.0
93,33019058010,33,19,58,10,-17.5
94,15028060024,15,28,60,24,
95,61034095003,61,34,95,3,3.5
96,104021066017,104,21,66,17,-9.0
