,Hash,W,W Pts,L,L Pts,Line
0,47027044007,47,27,44,7,-29.0
1,33029017003,33,29,17,3,-25.0
2,107024073003,107,24,73,3,-15.5
3,97029086005,97,29,86,5,3.5
4,77035068017,77,35,68,17,-7.0
5,129019124007,129,19,124,7,-32.0
6,10035130021,10,35,130,21,-11.0
7,12020076007,12,20,76,7,-5.5
8,6010091007,6,10,91,7,-4.0
9,122052002023,122,52,2,23,-31.0
10,128034014014,128,34,14,14,-1.5
11,63047052010,63,47,52,10,-29.5
12,108024086006,108,24,86,6,19.0
13,61042015007,61,42,15,7,-31.0
14,80043034010,80,43,34,10,-18.0
15,45025079015,45,25,79,15,-13.5
16,64049110020,64,49,110,20,-20.0
17,78024105010,78,24,105,10,-2.5
18,71049092013,71,49,92,13,-49.5
19,88048018000,88,48,18,0,-37.0
20,89030040027,89,30,40,27,-1.0
21,114035003024,114,35,3,24,6.5
22,17038121035,17,38,121,35,5.0
23,126044041020,126,44,41,20,-23.5
24,87030048007,87,30,48,7,-27.0
25,65017058003,65,17,58,3,-5.5
26,42035067006,42,35,67,6,-35.0
27,84036072007,84,36,72,7,-32.5
28,32040011019,32,40,11,19,-44.5
29,25028024024,25,28,24,24,4.5
30,29038027000,29,38,27,0,-11.0
31,75030111009,75,30,111,9,-16.0
32,69038008031,69,38,8,31,-17.0
33,100063016007,100,63,16,7,-44.5
34,38021113017,38,21,113,17,-15.5
35,28032026025,28,32,26,25,-21.0
36,93031046017,93,31,46,17,5.5
37,53040049034,53,40,49,34,6.0
38,60033120030,60,33,120,30,9.0
39,95031074000,95,31,74,0,-8.0
40,103019098016,103,19,98,16,-11.5
41,102017070006,102,17,70,6,10.5
42,107038117016,107,38,117,16,-21.0
43,47054050010,47,54,50,10,-28.0
44,81055118014,81,55,118,14,-26.0
45,13031073014,13,31,73,14,-1.5
46,5017116003,5,17,116,3,2.5
47,99024127010,99,24,127,10,-3.0
48,21023009017,21,23,9,17,-12.0
49,122045029028,122,45,29,28,-5.5
50,14055009017,14,55,9,17,-6.5
51,75035125014,75,35,125,14,-10.0
52,86067050007,86,67,50,7,-15.0
53,69041043038,69,41,43,38,7.5
54,61038089007,61,38,89,7,-27.0
55,104052051010,104,52,51,10,-47.0
56,3028120010,3,28,120,10,-21.0
57,18017002007,18,17,2,7,6.5
58,10035064027,10,35,64,27,3.5
59,1031017023,1,31,17,23,2.0
60,77038027005,77,38,27,5,-13.0
61,62034055024,62,34,55,24,-8.5
62,60034028017,60,34,28,17,-10.0
63,49027096009,49,27,96,9,
64,88045048010,88,45,48,10,-43.0
65,45037115022,45,37,115,22,-13.0
66,71027078024,71,27,78,24,-13.5
67,79023063017,79,23,63,17,20.0
68,126034059029,126,34,59,29,1.5
69,22062066009,22,62,66,9,-17.5
70,129027084023,129,27,84,23,-7.0
71,21012100010,21,12,100,10,7.5
72,87034015016,87,34,15,16,-8.0
73,101041072010,101,41,72,10,-22.0
74,90059016000,90,59,16,0,-24.5
75,32055067000,32,55,67,0,-39.5
76,56017102010,56,17,102,10,-10.0
77,19024116021,19,24,116,21,1.5
78,124027044021,124,27,44,21,7.5
79,95021035010,95,21,35,10,10.0
80,107013076007,107,13,76,7,-30.5
81,82036111026,82,36,111,26,-13.5
82,105051130003,105,51,130,3,-14.5
83,81045008007,81,45,8,7,-32.0
84,114024034021,114,24,34,21,-14.5
85,97017024014,97,17,24,14,-7.0
86,33026038021,33,26,38,21,-22.0
87,54028040013,54,28,40,13,-12.5
88,58028052000,58,28,52,0,-17.5
89,85028073020,85,28,73,20,-9.0
90,42049091013,42,49,91,13,-7.0
91,118037093020,118,37,93,20,2.5
92,92040099027,92,40,99,27,18.0
93,80027005017,80,27,5,17,-5.5
94,65044017028,65,44,17,28,-1.0
95,29037110017,29,37,110,17,-20.5
96,128030056017,128,30,56,17,-9.5
97,101041077014,101,41,77,14,-12.5
98,122049090000,122,49,90,0,-34.5
99,98021003000,98,21,3,0,6.0
100,42017019015,42,17,19,15,-14.5
101,45024044014,45,24,44,14,-2.5
102,80027060016,80,27,60,16,-23.0
103,63034012009,63,34,12,9,-8.5
104,64012120007,64,12,120,7,-4.0
105,78023088021,78,23,88,21,6.0
106,49041043034,49,41,43,34,-3.5
107,10034054017,10,34,54,17,-7.0
108,129028021025,129,28,21,25,-14.0
109,32027103023,32,27,103,23,-3.0
110,114023061020,114,23,61,20,5.0
111,38040070013,38,40,70,13,-16.0
112,33063075014,33,63,75,14,-25.0
113,87012086000,87,12,86,0,6.0
114,126017024014,126,17,24,14,3.5
115,22055125007,22,55,125,7,-32.0
116,130031018010,130,31,18,10,-13.0
117,102031015014,102,31,15,14,-9.0
118,121026027010,121,26,27,10,-20.0
119,84042041013,84,42,41,13,-21.0
120,7038013031,7,38,13,31,-13.5
121,2035113024,2,35,113,24,2.0
122,26024016021,26,24,16,21,-14.0
123,95041028006,95,41,28,6,-23.0
124,62013066010,62,13,66,10,-11.0
125,58019008017,58,19,8,17,-7.0
126,69041093000,69,41,93,0,-9.5
127,107026051000,107,26,51,0,-32.0
128,46023112020,46,23,112,20,-9.5
129,47076011000,47,76,11,0,-45.5
130,111023089016,111,23,89,16,9.5
131,105045118017,105,45,118,17,-24.5
132,127038116021,127,38,116,21,10.0
133,40031009030,40,31,9,30,-14.0
134,73016074013,73,16,74,13,3.5
135,6013025010,6,13,25,10,4.0
136,115038076000,115,38,76,0,-15.0
137,5017091003,5,17,91,3,-17.0
138,99027104024,99,27,104,24,13.0
139,69030038023,69,30,38,23,-2.5
140,14048070007,14,48,70,7,-19.5
141,62027078021,62,27,78,21,-4.5
142,29034100017,29,34,100,17,-4.5
143,88038063024,88,38,63,24,-13.5
144,77047129044,77,47,129,44,16.5
145,95023065019,95,23,65,19,-1.5
146,13047018010,13,47,18,10,-10.5
147,58026009016,58,26,9,16,-6.5
148,35037074000,35,37,74,0,-29.0
149,71042044013,71,42,44,13,-41.5
150,2023079020,2,23,79,20,7.5
151,60045048014,60,45,48,14,-22.5
152,47055076010,47,55,76,10,-52.0
153,81042089014,81,42,89,14,-33.0
154,17010115007,17,10,115,7,-9.5
155,22031121010,22,31,121,10,-9.5
156,32059049031,32,59,49,31,-22.0
157,59047128010,59,47,128,10,-7.0
158,80045086006,80,45,86,6,-11.0
159,87029090017,87,29,90,17,-19.0
160,84029114010,84,29,114,10,-3.0
161,103070052003,103,70,52,3,-36.5
162,41038127034,41,38,127,34,11.0
163,102049028040,102,49,28,40,-15.0
164,33031053000,33,31,53,0,-34.0
165,75020055015,75,20,55,15,-3.0
166,56045067027,56,45,67,27,-21.0
167,124021108014,124,21,108,14,2.0
168,85035091003,85,35,91,3,-16.0
169,97034092024,97,34,92,24,-22.0
170,1023116014,1,23,116,14,2.5
171,16020015017,16,20,15,17,21.5
172,43042021006,43,42,21,6,-5.0
173,120026027007,120,26,27,7,-17.0
174,104048040000,104,48,40,0,-24.0
175,111022050010,111,22,50,10,-6.5
176,10031068014,10,31,68,14,-26.0
177,12028096013,12,28,96,13,
178,110029093017,110,29,93,17,1.5
179,101052008003,101,52,8,3,-26.5
180,61035042031,61,35,42,31,-7.0
181,98028082006,98,28,82,6,-6.5
182,112013054010,112,13,54,10,16.0
183,7028003021,7,28,3,21,2.5
184,72035130028,72,35,130,28,20.5
185,118039039007,118,39,39,7,-8.5
186,6044117020,6,44,117,20,-21.5
187,34017019003,34,17,19,3,-2.5
188,128029102024,128,29,102,24,-6.0
189,33059056007,33,59,56,7,-29.0
190,22052027022,22,52,27,22,-36.0
191,63044042010,63,44,42,10,-0.0
192,86022088020,86,22,88,20,13.0
193,101024070000,101,24,70,0,-27.0
194,122048014034,122,48,14,34,-14.0
195,61013129010,61,13,129,10,-7.5
196,77037062017,77,37,62,17,12.0
197,121027125010,121,27,125,10,-17.0
198,113031028010,113,31,28,10,-6.0
199,38042075028,38,42,75,28,3.0
200,124023079010,124,23,79,10,-5.5
201,53041026022,53,41,26,22,-31.0
202,68043011014,68,43,11,14,-10.5
203,105033107015,105,33,107,15,-15.5
204,10033120000,10,33,120,0,-14.0
205,81034046016,81,34,46,16,-23.5
206,71042066024,71,42,66,24,-34.0
207,104042082007,104,42,82,7,-20.0
208,65047032035,65,47,32,35,7.5
209,92029089016,92,29,89,16,-7.5
210,3027095017,3,27,95,17,-7.0
211,112047051002,112,47,51,2,-22.5
212,84023126016,84,23,126,16,-3.0
213,25045072014,25,45,72,14,-16.0
214,5027099003,5,27,99,3,2.5
215,47044024021,47,44,24,21,-7.0
216,116035117014,116,35,117,14,-12.5
217,127021019017,127,21,19,17,6.5
218,15018048011,15,18,48,11,4.5
219,110024021019,110,24,21,19,-3.0
220,73045130010,73,45,130,10,3.5
221,85031097021,85,31,97,21,5.5
222,115034001013,115,34,1,13,5.0
223,55047016014,55,47,16,14,-43.0
224,108041018000,108,41,18,0,-22.0
225,35038007007,35,38,7,7,-3.5
