,Hash,W,W Pts,L,L Pts,Line
0,25058085027,25,58,85,27,-3.5
1,39038057035,39,38,57,35,3.0
2,96042092022,96,42,92,22,-22.0
3,99062089007,99,62,89,7,-30.0
4,6037074031,6,37,74,31,-25.5
5,113061031017,113,61,31,17,-17.5
6,58037052029,58,37,52,29,-28.0
7,63017016007,63,17,16,7,-22.5
8,80049043021,80,49,43,21,-20.5
9,82059111024,82,59,111,24,-17.0
10,14023068020,14,23,68,20,-3.5
11,24017025003,24,17,25,3,-3.0
12,28024020007,28,24,20,7,-14.0
13,70042030019,70,42,30,19,-9.0
14,126030090014,126,30,90,14,-28.0
15,129059117010,129,59,117,10,-27.5
16,3024033007,3,24,33,7,-7.5
17,10041036007,10,41,36,7,-34.5
18,13024109013,13,24,109,13,-11.0
19,19035075030,19,35,75,30,13.0
20,22056048003,22,56,48,3,-38.0
21,23038057028,23,38,57,28,2.5
22,35031004010,35,31,4,10,-13.0
23,42024011021,42,24,11,21,-5.0
24,44024130003,44,24,130,3,-12.0
25,49024098017,49,24,98,17,-10.0
26,54027017000,54,27,17,0,-14.5
27,53035088028,53,35,88,28,-25.5
28,55031060026,55,31,60,26,4.0
29,56051104041,56,51,104,41,
30,61033032017,61,33,32,17,-4.0
31,62035015010,62,35,15,10,-17.5
32,64047094027,64,47,94,27,-21.5
33,71043008036,71,43,8,36,-14.5
34,77031072020,77,31,72,20,-24.0
35,78049102016,78,49,102,16,-19.5
36,81056118007,81,56,118,7,-43.0
37,86052002000,86,52,2,0,-30.0
38,95035069028,95,35,69,28,7.5
39,97049124031,97,49,124,31,-28.0
40,120028067006,120,28,67,6,-2.5
41,114045105044,114,45,105,44,-6.5
42,122031128024,122,31,128,24,-5.0
43,103042038041,103,42,38,41,-4.0
44,82044094007,82,44,94,7,-28.0
45,88044079021,88,44,79,21,-3.0
46,3041034010,3,41,34,10,-42.5
47,9021016017,9,21,16,17,-16.0
48,11051112031,11,51,112,31,-14.0
49,18045046027,18,45,46,27,3.0
50,22014010006,22,14,10,6,-6.0
51,24037106003,24,37,106,3,-36.0
52,27041077017,27,41,77,17,2.0
53,28016090013,28,16,90,13,5.5
54,35020078019,35,20,78,19,5.0
55,40019005016,40,19,5,16,-1.5
56,42020123007,42,20,123,7,5.5
57,43034121017,43,34,121,17,-3.5
58,44044045041,44,44,45,41,-3.0
59,47055020007,47,55,20,7,-33.5
60,53047075035,53,47,75,35,-11.5
61,61036021014,61,36,21,14,-32.0
62,62028124014,62,28,124,14,-7.0
63,67030100023,67,30,100,23,8.0
64,63048085014,63,48,85,14,2.5
65,65057050021,65,57,50,21,-10.0
66,70023110021,70,23,110,21,-9.0
67,115044041016,115,44,41,16,4.0
68,74030073028,74,30,73,28,7.5
69,69037055020,69,37,55,20,-21.0
70,81031080016,81,31,80,16,7.5
71,83017057007,83,17,57,7,-3.5
72,84042071035,84,42,71,35,
73,86033087014,86,33,87,14,-20.0
74,89031118014,89,31,118,14,1.5
75,91030006020,91,30,6,20,3.0
76,95031066013,95,31,66,13,2.5
77,97042099024,97,42,99,24,-4.0
78,93054076032,93,54,76,32,-12.0
79,104056092000,104,56,92,0,-26.5
80,101028007007,101,28,7,7,-3.0
81,119017012010,119,17,12,10,11.0
82,108037072024,108,37,72,24,-10.5
83,111066051042,111,66,51,42,-14.0
84,114056039023,114,56,39,23,-24.0
85,116019017013,116,19,17,13,
86,125034014010,125,34,14,10,0.0
87,127047013044,127,47,13,44,-7.5
88,128056029020,128,56,29,20,-25.0
89,129031030014,129,31,30,14,-34.5
90,13028073014,13,28,73,14,-16.0
91,5063118016,5,63,118,16,-26.0
92,96047042023,96,47,42,23,-16.5
93,102029057021,102,29,57,21,-14.5
94,3041025023,3,41,25,23,-31.0
95,112030023023,112,30,23,23,-1.0
96,4020106013,4,20,106,13,-22.0
97,19027064016,19,27,64,16,7.0
98,21021060017,21,21,60,17,3.5
99,22047053021,22,47,53,21,-3.0
100,27034012020,27,34,12,20,-11.0
101,32026103020,32,26,103,20,-6.5
102,40038089003,40,38,89,3,-23.0
103,44031076014,44,31,76,14,-19.5
104,45041002014,45,41,2,14,-10.0
105,49023095013,49,23,95,13,6.0
106,50023123022,50,23,123,22,4.0
107,55021048000,55,21,48,0,-14.0
108,58048114045,58,48,114,45,3.0
109,61029001013,61,29,1,13,-23.0
110,63034067003,63,34,67,3,-13.5
111,65037054007,65,37,54,7,7.5
112,75053083023,75,53,83,23,-11.0
113,68021071017,68,21,71,17,10.5
114,77049015007,77,49,15,7,-21.0
115,78049014020,78,49,14,20,-14.0
116,79042046030,79,42,46,30,-7.5
117,80038009007,80,38,9,7,-32.0
118,81056110014,81,56,110,14,-33.0
119,82059087021,82,59,87,21,
120,84049130013,84,49,130,13,-13.5
121,86056037000,86,56,37,0,-37.5
122,88035066003,88,35,66,3,5.5
123,91020099017,91,20,99,17,8.5
124,97027104024,97,27,104,24,-17.0
125,98028052017,98,28,52,17,-7.0
126,100041018017,100,41,18,17,-7.5
127,105045051021,105,45,51,21,-24.0
