,Hash,W,W Pts,L,L Pts,Line
0,103023044022,103,23,44,22,1.0
1,87027017017,87,27,17,17,-3.0
2,130027001013,130,27,1,13,-5.5
3,124024002019,124,24,2,19,
4,86045015019,86,45,15,19,
5,103049025003,103,49,25,3,-18.0
6,29032069014,29,32,69,14,10.5
7,59031032004,59,31,32,4,-6.5
8,127041034024,127,41,34,24,
9,39044132000,39,44,132,0,
10,75034042014,75,34,42,14,-6.5
11,54017105003,54,17,105,3,-1.5
12,100025056011,100,25,56,11,3.5
13,60015018006,60,15,18,6,
14,58016064010,58,16,64,10,13.5
15,116024073020,116,24,73,20,-2.0
16,118031074000,118,31,74,0,
17,128023079003,128,23,79,3,
18,19042150000,19,42,150,0,
19,90010021007,90,10,21,7,-4.0
20,114047091014,114,47,91,14,-17.5
21,3038098006,3,38,98,6,-15.5
22,126031099021,126,31,99,21,-12.0
23,65031051003,65,31,51,3,
24,14038101020,14,38,101,20,-7.5
25,102013108012,102,13,108,12,
26,10031104003,10,31,104,3,-13.0
27,33040107016,33,40,107,16,-17.5
28,53042110040,53,42,110,40,5.0
29,82039111028,82,39,111,28,-9.0
30,71056117012,71,56,117,12,
31,35030121022,35,30,121,22,-17.5
32,62027097013,62,27,97,13,-2.5
33,3024086013,3,24,86,13,3.0
34,7031064010,7,31,64,10,-4.5
35,6021042007,6,21,42,7,-7.0
36,108021011017,108,21,11,17,
37,66023012018,66,23,12,18,4.5
38,17022104017,17,22,104,17,5.5
39,21025053000,21,25,53,0,0.0
40,22022122010,22,22,122,10,-13.5
41,107033025024,107,33,25,24,-15.0
42,28033060017,28,33,60,17,
43,33044029003,33,44,29,3,-19.5
44,54056132012,54,56,132,12,
45,129028039007,129,28,39,7,-1.5
46,110025045012,110,25,45,12,-5.0
47,44015005014,44,15,5,14,2.5
48,10049046000,10,49,46,0,-36.0
49,48027002023,48,27,2,23,
50,120027058017,120,27,58,17,-5.5
51,81028075000,81,28,75,0,-22.0
52,87034069000,87,34,69,0,-18.0
53,78026061007,78,26,61,7,4.0
54,74017073014,74,17,73,14,13.0
55,27031077016,27,31,77,16,-7.0
56,82035040000,82,35,40,0,-4.5
57,84010024007,84,10,24,7,17.5
58,35041085007,35,41,85,7,-18.0
59,126028088010,126,28,88,10,-24.0
60,43035089013,43,35,89,13,-15.0
61,92027019025,92,27,19,25,
62,100020090003,100,20,90,3,-2.5
63,1021101010,1,21,101,10,-1.0
64,14028102007,14,28,102,7,-10.5
65,103038065010,103,38,65,10,-9.0
66,32052111000,32,52,111,0,-16.0
67,71042114033,71,42,114,33,-6.5
68,51021115010,51,21,115,10,
69,91052116034,91,52,116,34,-13.0
70,49041117000,49,41,117,0,
71,56021121019,56,21,121,19,-12.0
72,80024128003,80,24,128,3,-17.0
73,127043130028,127,43,130,28,3.0
74,9041047014,9,41,47,14,-6.0
75,12021115014,12,21,115,14,
76,97023014017,97,23,14,17,-7.0
77,15024011000,15,24,11,0,
78,101033017012,101,33,17,12,5.0
79,63032019023,63,32,19,23,-6.5
80,86041021000,86,41,21,0,-19.0
81,42020029010,42,20,29,10,-10.0
82,2017028016,2,17,28,16,
83,32023003014,32,23,3,14,6.5
84,114017034000,114,17,34,0,
85,22021035020,22,21,35,20,-4.5
86,49034043015,49,34,43,15,-1.0
87,44048045009,44,48,45,9,-21.0
88,48031046017,48,31,46,17,
89,132031147012,132,31,147,12,
90,88022053022,88,22,53,22,-9.5
91,78031062008,78,31,62,8,-6.0
92,33041058024,33,41,58,24,-30.0
93,100024060010,100,24,60,10,
94,75030038023,75,30,38,23,2.5
95,125021069003,125,21,69,3,-4.5
96,68034124014,68,34,124,14,
97,5020073009,5,20,73,9,-23.0
98,66028077003,66,28,77,3,-6.5
99,108017079012,108,17,79,12,
100,82035130029,82,35,130,29,-4.5
101,80024084014,80,24,84,14,-22.5
102,6031150012,6,31,150,12,
103,54049089016,54,49,89,16,-30.5
104,1049091007,1,49,91,7,1.5
105,85036092034,85,36,92,34,
106,24031099017,24,31,99,17,-3.0
107,102024087021,102,24,87,21,21.0
