,Hash,W,W Pts,L,L Pts,Line
0,129051115017,129,51,115,17,-35.0
1,65059058014,65,59,58,14,-30.5
2,100036125029,100,36,125,29,-6.0
3,15032041015,15,32,41,15,6.0
4,31041076016,31,41,76,16,-13.5
5,49014123003,49,14,123,3,-17.0
6,12050101048,12,50,101,48,4.0
7,77024014017,77,24,14,17,5.0
8,10042117038,10,42,117,38,-24.0
9,80042002000,80,42,2,0,-31.5
10,66017060006,66,17,60,6,-20.0
11,3048048007,3,48,48,7,-39.0
12,40038114034,40,38,114,34,-1.0
13,61034124010,61,34,124,10,-14.0
14,97019063017,97,19,63,17,-24.0
15,96023078020,96,23,78,20,10.0
16,17014064013,17,14,64,13,-2.0
17,99057092003,99,57,92,3,-30.0
18,25014073010,25,14,73,10,-6.5
19,87035016016,87,35,16,16,-30.5
20,95056029037,95,56,29,37,-21.0
21,19036034021,19,36,34,21,-10.0
22,68049009026,68,49,9,26,-10.5
23,104034089009,104,34,89,9,-24.0
24,11027043020,11,27,43,20,6.0
25,81047111014,81,47,111,14,-25.0
26,79044074024,79,44,74,24,-6.5
27,13035035021,13,35,35,21,-3.0
28,54040084027,54,40,84,27,3.0
29,98019050017,98,19,50,17,-11.5
30,39034024017,39,34,24,17,-6.5
31,88027067024,88,27,67,24,-14.5
32,42033008015,42,33,8,15,-19.5
33,33034052000,33,34,52,0,-30.0
34,22043109019,22,43,109,19,-14.5
35,32041030003,32,41,30,3,-34.5
36,82061051034,82,61,51,34,-38.0
37,128034055013,128,34,55,13,-23.5
38,105046093014,105,46,93,14,-16.0
39,56032059024,56,32,59,24,-4.0
40,82037005014,82,37,5,14,-14.0
41,6037066030,6,37,66,30,-10.0
42,31024053017,31,24,53,17,3.5
43,129035085000,129,35,85,0,-21.0
44,45044044041,45,44,44,41,7.0
45,49027018013,49,27,18,13,-10.0
46,91023009020,91,23,9,20,-8.5
47,80027108022,80,27,108,22,-17.5
48,10041065034,10,41,65,34,5.0
49,75024090022,75,24,90,22,-9.5
50,46045068042,46,45,68,42,5.0
51,93028118017,93,28,118,17,-19.5
52,103045021023,103,45,21,23,-3.5
53,111031110003,111,31,110,3,-12.5
54,122017029010,122,17,29,10,-17.0
55,74028063021,74,28,63,21,21.0
56,126040039032,126,40,39,32,-5.5
57,84069072020,84,69,72,20,-27.5
58,19036024033,19,36,24,33,-6.0
59,99044027014,99,44,27,14,-21.0
60,3027086011,3,27,86,11,-10.0
61,101035001019,101,35,1,19,-1.0
62,125034069027,125,34,69,27,1.5
63,89024088022,89,24,88,22,2.0
64,55026098020,55,26,98,20,7.5
65,95045035042,95,45,35,42,-3.0
66,102041002003,102,41,2,3,-15.0
67,71042034029,71,42,34,29,-28.5
68,121034043031,121,34,43,31,-7.0
69,104017017016,104,17,17,16,-7.5
70,32039112000,32,39,112,0,-24.0
71,96037011007,96,37,11,7,-20.5
72,7052073003,7,52,73,3,-36.0
73,127059115007,127,59,115,7,-13.0
74,120024026021,120,24,26,21,-2.5
75,97017116014,97,17,116,14,-8.5
76,113030014003,113,30,14,3,-7.5
77,61035078031,61,35,78,31,3.5
78,114027092017,114,27,92,17,-20.5
79,62044030000,62,44,30,0,-31.0
80,8047058003,8,47,58,3,-17.0
81,40048076023,40,48,76,23,-21.5
82,70040123014,70,40,123,14,-9.5
83,38049067021,38,49,67,21,-11.0
84,51020048012,51,20,48,12,8.5
85,54019065006,54,19,65,6,-3.5
86,13040108015,13,40,108,15,-20.5
87,45024026020,45,24,26,20,4.0
88,128037056031,128,37,56,31,-1.0
89,22038010024,22,38,10,24,-4.0
90,44031087027,44,31,87,27,-3.0
91,21059002014,21,59,2,14,-34.0
92,130028015027,130,28,15,27,9.5
