,Hash,W,W Pts,L,L Pts,Line
0,86034038022,86,34,38,22,-2.0
1,33044017028,33,44,17,28,14.5
2,25038008024,25,38,8,24,
3,60015011007,60,15,11,7,
4,90020014013,90,20,14,13,-2.0
5,79017018017,79,17,18,17,
6,42038029031,42,38,29,31,-13.0
7,15017028006,15,17,28,6,
8,65047132003,65,47,132,3,
9,39032130017,39,32,130,17,5.0
10,124013048010,124,13,48,10,
11,40073050003,40,73,50,3,
12,59031007003,59,31,7,3,-21.5
13,64022110003,64,22,110,3,-4.0
14,118035073019,118,35,73,19,-3.0
15,87034128003,87,34,128,3,2.5
16,116012117007,116,12,117,7,
17,58024097010,58,24,97,10,17.0
18,103028053011,103,28,53,11,-7.5
19,1031025026,1,31,25,26,5.5
20,124035002012,124,35,2,12,
21,80038005014,80,38,5,14,-9.0
22,11033070010,11,33,70,10,
23,128024015017,128,24,15,17,
24,114027017023,114,27,17,23,-5.0
25,86081021000,86,81,21,0,-36.5
26,95024027024,95,24,27,24,-9.0
27,88049028003,88,49,28,3,
28,107041132007,107,41,132,7,
29,44053039010,44,53,39,10,-15.0
30,78049043027,78,49,43,27,-17.5
31,46030108007,46,30,108,7,
32,35031054010,35,31,54,10,-5.5
33,49023060020,49,23,60,20,
34,61035014013,61,35,14,13,-23.0
35,64010058000,64,10,58,0,-2.5
36,34055068007,34,55,68,7,
37,101060073007,101,60,73,7,-20.0
38,111013082007,111,13,82,7,-3.0
39,19086150024,19,86,150,24,
40,32059092021,32,59,92,21,
41,87035098014,87,35,98,14,-6.0
42,7017093006,7,17,93,6,-16.0
43,18027051024,18,27,51,24,
44,3041102003,3,41,102,3,-18.0
45,65013104006,65,13,104,6,8.0
46,33038110011,33,38,110,11,-39.0
47,116022085010,116,22,85,10,-1.0
48,12027118007,12,27,118,7,-18.5
49,71059117028,71,59,117,28,
50,100037120010,100,37,120,10,-24.0
51,56017121006,56,17,121,6,4.5
52,69007122000,69,7,122,0,-1.5
53,126042099007,126,42,99,7,-7.5
54,84040127014,84,40,127,14,-8.0
55,24030130013,24,30,130,13,-22.0
56,91049147013,91,49,147,13,
57,59040040010,59,40,40,10,-7.0
58,1024116021,1,24,116,21,-5.0
59,68022008021,68,22,8,21,
60,32035003000,32,35,3,0,-8.0
61,6030082003,6,30,82,3,-3.0
62,101022011016,101,22,11,16,
63,12016024014,12,16,24,14,7.5
64,75051021016,75,51,21,16,-31.5
65,18020062003,18,20,62,3,
66,71071025014,71,71,25,14,-24.0
67,60029028003,60,29,28,3,
68,34034127030,34,34,127,30,
69,38030014014,38,30,14,14,-14.5
70,66023042019,66,23,42,19,7.0
71,44029045010,44,29,45,10,-14.0
72,69047048000,69,47,48,0,
73,80023053015,80,23,53,15,-16.5
74,105045054007,105,45,54,7,-10.5
75,29020058013,29,20,58,13,-4.5
76,10023064013,10,23,64,13,-12.0
77,121017070010,121,17,70,10,-27.5
78,61024078014,61,24,78,14,-3.0
79,39035073013,39,35,73,13,-28.0
