,Hash,W,W Pts,L,L Pts,Line
0,19051039031,19,51,39,31,-1.0
1,43034031013,43,34,31,13,11.0
2,53070020014,53,70,20,14,17.5
3,63030085023,63,30,85,23,
4,95013120010,95,13,120,10,-8.0
5,103020004013,103,20,4,13,-15.5
6,125007110003,125,7,110,3,-10.5
7,123046089014,123,46,89,14,12.5
8,9028102013,9,28,102,13,
9,11031037021,11,31,37,21,-16.0
10,24044025007,24,44,25,7,29.5
11,99026047013,99,26,47,13,0.5
12,108031008010,108,31,8,10,-24.5
13,3052097006,3,52,97,6,32.5
14,7021050020,7,21,50,20,-20.0
15,13045051010,13,45,51,10,16.5
16,17018005016,17,18,5,16,0.5
17,22019010013,22,19,10,13,-3.0
18,32024057007,32,24,57,7,-18.0
19,35033075024,35,33,75,24,5.5
20,38017014014,38,17,14,14,0.0
21,40033081023,40,33,81,23,-23.5
22,44045060021,44,45,60,21,-3.5
23,61063039003,61,63,39,3,22.0
24,71043034010,71,43,34,10,4.0
25,80077015010,80,77,15,10,39.5
26,86033048013,86,33,48,13,-4.0
27,94021065020,94,21,65,20,-29.0
28,93034076021,93,34,76,21,6.0
29,98044049035,98,44,49,35,-12.0
30,105031114024,105,31,114,24,2.5
31,106056079054,106,56,79,54,-19.5
32,118038074022,118,38,74,22,6.5
33,111045092010,111,45,92,10,31.0
34,126048090013,126,48,90,13,9.0
35,128026066011,128,26,66,11,5.0
36,124022077021,124,22,77,21,-4.5
37,129016054014,129,16,54,14,-14.5
38,130040068034,130,40,68,34,-13.0
39,104050078047,104,50,78,47,-6.5
40,33045064034,33,45,64,34,6.5
41,53062100028,53,62,100,28,17.0
42,56041031014,56,41,31,14,15.5
43,1048037014,1,48,37,14,10.5
44,3038123010,3,38,123,10,1.0
45,4031083007,4,31,83,7,3.0
46,6068107055,6,68,107,55,
47,7041101038,7,41,101,38,-13.5
48,9031089014,9,31,89,14,8.0
49,10051008014,10,51,8,14,16.5
50,12040093013,12,40,93,13,-7.5
51,13031127028,13,31,127,28,-10.0
52,14026057007,14,26,57,7,3.5
53,18030082027,18,30,82,27,-21.0
54,21038088020,21,38,88,20,14.5
55,22030109024,22,30,109,24,-29.0
56,25023119014,25,23,119,14,0.5
57,29033069030,29,33,69,30,-9.0
58,32045049007,32,45,49,7,24.0
59,36024094009,36,24,94,9,1.5
60,43030011020,43,30,11,20,-6.5
61,44042045003,44,42,45,3,23.5
62,59038030010,59,38,30,10,2.5
63,61051113014,61,51,113,14,1.0
64,65027095014,65,27,95,14,5.5
65,66061028021,66,61,28,21,17.0
66,70028026024,70,28,26,24,0.5
67,71052130017,71,52,130,17,9.0
68,74032073031,74,32,73,31,-12.0
69,75048042023,75,48,42,23,18.0
70,78039072010,78,39,72,10,1.0
71,79037046021,79,37,46,21,-18.5
72,80048111003,80,48,111,3,17.0
73,81059052017,81,59,52,17,-4.0
74,84044121026,84,44,121,26,-6.0
75,87042086039,87,42,86,39,0.0
76,91045019040,91,45,19,40,-1.0
77,96048068017,96,48,68,17,16.5
78,97045117007,97,45,117,7,21.5
79,103045122024,103,45,122,24,10.0
80,104041118007,104,41,118,7,3.0
81,114042115021,114,42,115,21,-6.0
