,Hash,W,W Pts,L,L Pts,Line
0,33042046000,33,42,46,0,-26.0
1,75031097009,75,31,97,9,8.0
2,2023018013,2,23,18,13,
3,10016064012,10,16,64,12,-3.5
4,45054068010,45,54,68,10,
5,32044008006,32,44,8,6,
6,7010093006,7,10,93,6,-13.5
7,100035011012,100,35,11,12,
8,122033015016,122,33,15,16,
9,17034073031,17,34,73,31,-16.0
10,19027114025,19,27,114,25,3.5
11,128048028006,128,48,28,6,
12,12042034039,12,42,34,39,-0.0
13,33045027007,33,45,27,7,-29.5
14,97049040007,97,49,40,7,-10.5
15,49035048000,49,35,48,0,
16,105024054000,105,24,54,0,-19.0
17,103050050000,103,50,50,0,
18,58045065035,58,45,65,35,3.0
19,59023014007,59,23,14,7,-7.0
20,86038063020,86,38,63,20,-22.5
21,129035072017,129,35,72,17,
22,47034074010,47,34,74,10,
23,78027077012,78,27,77,12,-27.5
24,75044079003,75,44,79,3,
25,81035101003,81,35,101,3,-18.5
26,84023025009,84,23,25,9,-8.0
27,85027130016,85,27,130,16,8.0
28,107055150007,107,55,150,7,
29,87014098010,87,14,98,10,9.5
30,69020088007,69,20,88,7,-10.0
31,80034089007,80,34,89,7,-15.0
32,95023035021,95,23,35,21,10.0
33,53031092024,53,31,92,24,
34,126031099014,126,31,99,14,-7.0
35,24036104014,24,36,104,14,-13.5
36,43027108000,43,27,108,0,
37,3031110017,3,31,110,17,-32.5
38,44026111025,44,26,111,25,-11.5
39,22024115014,22,24,115,14,
40,6038116000,6,38,116,0,-13.5
41,5024118006,5,24,118,6,-28.0
42,117034051013,117,34,51,13,
43,120027125012,120,27,125,12,-3.0
44,121043056029,121,43,56,29,-4.5
45,61041127014,61,41,127,14,-23.0
46,100041029022,100,41,29,22,-17.0
47,102031028028,102,31,28,28,
48,25008001005,25,8,1,5,2.0
49,3017120006,3,17,120,6,-13.5
50,24045012021,24,45,12,21,-17.0
51,15021021007,15,21,21,7,
52,33057022000,33,57,22,0,-23.0
53,90039027038,90,39,27,38,-11.0
54,32024049020,32,24,49,20,-13.0
55,103038035006,103,38,35,6,-7.5
56,17041039038,17,41,39,38,-13.0
57,66031042003,66,31,42,3,-0.0
58,44031045028,44,31,45,28,-2.0
59,62031046014,62,31,46,14,-7.0
60,2042048007,2,42,48,7,
61,53054058028,53,54,58,28,8.0
62,54018065016,54,18,65,16,10.0
63,75059056042,75,59,56,42,-16.5
64,121038070000,121,38,70,0,-24.5
65,69034125016,69,34,125,16,-11.0
66,78027061023,78,27,61,23,9.0
67,43028068010,43,28,68,10,
68,101035073034,101,35,73,34,-0.0
69,18038079000,18,38,79,0,
70,34048085030,34,48,85,30,-14.0
71,5016150013,5,16,150,13,
72,86021097020,86,21,97,20,-5.0
73,7018095017,7,18,95,17,2.0
74,19045091025,19,45,91,25,-7.5
75,99031092028,99,31,92,28,
76,60029051028,60,29,51,28,
77,71050107027,71,50,107,27,-23.0
78,89034110000,89,34,110,0,-9.0
79,111038040024,111,38,40,24,3.5
80,81044105014,81,44,105,14,2.5
81,118041115024,118,41,115,24,
82,116031117029,116,31,117,29,
83,122063087021,122,63,87,21,0.0
84,80021126012,80,21,126,12,2.0
85,129024093016,129,24,93,16,-14.0
86,88028124013,88,28,124,13,
87,121035038014,121,35,38,14,2.5
88,124020002003,124,20,2,3,
89,68023008007,68,23,8,7,
90,5016042014,5,16,42,14,-5.5
91,3043007003,3,43,7,3,-17.0
92,27042009021,27,42,9,21,-10.0
93,10034054010,10,34,54,10,-3.0
94,53035006017,53,35,6,17,2.0
95,11024079016,11,24,79,16,
96,12028117024,12,28,117,24,
97,77022014021,77,22,14,21,8.0
98,17027025022,17,27,25,22,-12.0
99,19058102000,19,58,102,0,-18.5
100,115033018020,115,33,18,20,
101,99041024037,99,41,24,37,4.0
102,34041073024,34,41,73,24,-9.0
103,33033075007,33,33,75,7,-18.0
104,129028045007,129,28,45,7,-8.0
105,39049048017,39,49,48,17,
106,47030063025,47,30,63,25,4.0
107,43024049008,43,24,49,8,-6.0
108,95034050003,95,34,50,3,
109,78036062014,78,36,62,14,-11.0
110,51017058015,51,17,58,15,
111,21030060023,21,30,60,23,
112,105073066000,105,73,66,0,-14.0
113,71014114013,71,14,114,13,-10.5
114,80063087028,80,63,87,28,-17.5
115,82016111010,82,16,111,10,5.0
116,127051085006,127,51,85,6,-12.0
117,86031044000,86,31,44,0,-5.0
118,91038001031,91,38,1,31,-4.0
119,104021100021,104,21,100,21,6.5
120,32041103034,32,41,103,34,-0.0
121,35052107037,35,52,107,37,-9.0
122,116041046016,116,41,46,16,7.5
123,74031118014,74,31,118,14,
124,64049120007,64,49,120,7,-5.5
125,59021122002,59,21,122,2,-17.0
126,128042056037,128,42,56,37,-6.5
127,130036092025,130,36,92,25,
128,49021095017,49,21,95,17,11.0
129,17030001003,17,30,1,3,-15.0
130,5033085000,5,33,85,0,-14.0
131,70027015020,70,27,15,20,
132,100024021021,100,24,21,21,-28.0
133,62048018034,62,48,18,34,
134,71048025013,71,48,25,13,-29.5
135,121035027000,121,35,27,0,-18.0
136,126035029000,126,35,29,0,-28.5
137,64031035014,64,31,35,14,-3.0
138,22016038013,22,16,38,13,-4.0
139,61042040021,61,42,40,21,-34.0
140,89049045021,89,49,45,21,-6.0
141,103042054020,103,42,54,20,-24.0
142,3056050003,3,56,50,3,
143,122055056028,122,55,56,28,-13.5
144,58006007000,58,6,7,0,3.0
145,59035024029,59,35,24,29,-1.5
146,124017060000,124,17,60,0,
147,91048063017,91,48,63,17,-11.0
148,128035066003,128,35,66,3,-12.5
149,65036110010,65,36,110,10,-10.0
150,75035069014,75,35,69,14,1.0
