,Hash,W,W Pts,L,L Pts,Line
0,95041098013,95,41,98,13,-13.0
1,80045055007,80,45,55,7,-28.0
2,45027068010,45,27,68,10,-4.0
3,116027087024,116,27,87,24,-3.5
4,97049039036,97,49,39,36,-20.5
5,63024067017,63,24,67,17,-1.0
6,30032112031,30,32,112,31,13.0
7,5041108002,5,41,108,2,-15.0
8,62038124014,62,38,124,14,-22.5
9,32034060012,32,34,60,12,-38.5
10,66023042013,66,23,42,13,-13.5
11,24024025003,24,24,25,3,-12.0
12,77023120021,77,23,120,21,-3.5
13,65049058007,65,49,58,7,-21.0
14,104034089017,104,34,89,17,-31.5
15,78023088012,78,23,88,12,-10.5
16,61030026010,61,30,26,10,-3.0
17,49023053016,49,23,53,16,-3.0
18,84072073000,84,72,73,0,-36.5
19,47031114022,47,31,114,22,-1.0
20,100029002003,100,29,2,3,-8.5
21,17023126017,17,23,126,17,1.5
22,82065127017,82,65,127,17,-17.0
23,3048092003,3,48,92,3,-39.5
24,81031117024,81,31,117,24,-35.0
25,9031028027,9,31,28,27,-9.5
26,101030085021,101,30,85,21,-13.0
27,54030075024,54,30,75,24,-8.5
28,34028021014,34,28,21,14,-2.5
29,129041115021,129,41,115,21,-20.0
30,35055051007,35,55,51,7,-29.5
31,71049123010,71,49,123,10,-39.5
32,22035076010,22,35,76,10,-27.5
33,109030015027,109,30,15,27,-14.5
34,10052008026,10,52,8,26,-31.0
35,29051111049,29,51,111,49,7.0
36,107035093027,107,35,93,27,-13.5
37,56017070014,56,17,70,14,-6.5
38,13033122030,13,33,122,30,1.5
39,10017065014,10,17,65,14,-1.5
40,102013018010,102,13,18,10,-7.5
41,128024055021,128,24,55,21,-12.0
42,40054118024,40,54,118,24,-21.0
43,46028038025,46,28,38,25,14.0
44,29049058027,29,49,58,27,-14.0
45,95017035006,95,17,35,6,-3.0
46,125054027048,125,54,27,48,-6.0
47,39031009028,39,31,9,28,3.0
48,129027092014,129,27,92,14,-39.5
49,32038096014,32,38,96,14,-15.5
50,71038041017,71,38,41,17,-27.5
51,54027120003,54,27,120,3,-10.5
52,44035045007,44,35,45,7,-13.5
53,19052024007,19,52,24,7,-10.5
54,81047033017,81,47,33,17,-6.5
55,61028078024,61,28,78,24,3.5
56,60028028021,60,28,28,21,-14.0
57,14026048013,14,26,48,13,-17.0
58,80036059024,80,36,59,24,-8.5
59,1035017014,1,35,17,14,-1.5
60,116038115010,116,38,115,10,-20.5
61,84048103013,84,48,103,13,-11.0
62,111033015020,111,33,15,20,-17.0
63,104034130007,104,34,130,7,-27.5
64,105048050016,105,48,50,16,-18.0
65,126041100020,126,41,100,20,-13.0
66,108020079013,108,20,79,13,10.0
67,12034016006,12,34,16,6,-14.5
68,3024086003,3,24,86,3,-14.0
69,69028113021,69,28,113,21,3.0
70,91041074021,91,41,74,21,-14.0
71,93028112007,93,28,112,7,-11.0
72,107052073017,107,52,73,17,-25.0
73,64027110013,64,27,110,13,-21.0
74,99035114000,99,35,114,0,-6.5
75,72051025006,72,51,25,6,-24.0
76,97017121014,97,17,121,14,-20.0
77,49063123028,49,63,123,28,-24.5
78,62030030017,62,30,30,17,-26.0
79,7031052007,7,31,52,7,-34.0
80,89032076031,89,32,76,31,3.5
81,51031008024,51,31,8,24,-2.0
82,82041109038,82,41,109,38,-14.0
83,90019031014,90,19,31,14,-16.5
84,69030021019,69,30,21,19,-2.0
85,98031046016,98,31,46,16,-5.5
86,72052019031,72,52,19,31,3.0
87,7031035024,7,31,35,24,1.5
88,128031056017,128,31,56,17,-10.0
89,47027045020,47,27,45,20,-4.0
90,88024011013,88,24,11,13,-16.0
91,42028068022,42,28,68,22,-7.5
92,102030026016,102,30,26,16,4.5
93,80043079007,80,43,79,7,-30.0
94,86024048000,86,24,48,0,-21.5
95,38030075024,38,30,75,24,3.0
96,120028064014,120,28,64,14,11.5
97,122049029027,122,49,29,27,-20.0
98,66027091024,66,27,91,24,-14.5
99,82065111028,82,65,111,28,-7.0
