,Hash,W,W Pts,L,L Pts,Line
0,78036121013,78,36,121,13,-19.0
1,122029002003,122,29,2,3,
2,128035011010,128,35,11,10,
3,17024073003,17,24,73,3,-30.0
4,103017025014,103,17,25,14,-18.0
5,95027027021,95,27,27,21,-6.0
6,98030033026,98,30,33,26,
7,68026132017,68,26,132,17,
8,40069115000,40,69,115,0,
9,28030048007,28,30,48,7,
10,53028130021,53,28,130,21,11.0
11,105028054016,105,28,54,16,2.0
12,50040051014,50,40,51,14,
13,69010056006,69,10,56,6,-10.0
14,64020058013,64,20,58,13,1.0
15,81073074003,81,73,74,3,
16,108027079018,108,27,79,18,
17,87038150003,87,38,150,3,
18,89035093006,89,35,93,6,-15.0
19,21017090017,21,17,90,17,18.0
20,1052091036,1,52,91,36,-11.0
21,5019099003,5,19,99,3,-6.0
22,124031102024,124,31,102,24,2.0
23,39031110026,39,31,110,26,-13.0
24,111023118014,111,23,118,14,2.0
25,34052116022,34,52,116,22,-8.0
26,65042120007,65,42,120,7,-4.0
27,42014097013,42,14,97,13,14.0
28,24027104006,24,27,104,6,-10.0
29,127046017041,127,46,17,41,7.0
30,107024005014,107,24,5,14,7.0
31,90031011031,90,31,11,31,
32,81033012007,81,33,12,7,-18.0
33,29041015006,29,41,15,6,
34,84035019019,84,35,19,19,-7.0
35,22034033023,22,34,33,23,6.0
36,51022018020,51,22,18,20,
37,24045025020,24,45,25,20,-18.0
38,69038038028,69,38,38,28,-10.0
39,49017043014,49,17,43,14,-5.0
40,2040048007,2,40,48,7,
41,6031047000,6,31,47,0,-26.0
42,39063147010,39,63,147,10,
43,53033046028,53,33,46,28,-15.0
44,124024050020,124,24,50,20,
45,59051129003,59,51,129,3,-31.0
46,88027060010,88,27,60,10,
47,64024032019,64,24,32,19,9.0
48,65026098023,65,26,98,23,7.0
49,71048068017,71,48,68,17,
50,73045074013,73,45,74,13,
51,27041077031,27,41,77,31,-19.0
52,45028079003,45,28,79,3,
53,111020082010,111,20,82,10,8.0
54,10055150000,10,55,150,0,
55,87029014010,87,29,14,10,-4.0
56,110020089019,110,20,89,19,-6.0
57,85020099016,85,20,99,16,4.0
58,100043102003,100,43,102,3,-15.0
59,66014101010,66,14,101,10,-10.0
60,103024114006,103,24,114,6,15.0
61,126019105006,126,19,105,6,-1.0
62,116045117010,116,45,117,10,
63,121014086006,121,14,86,6,10.0
64,95017122017,95,17,122,17,-10.0
65,128014056010,128,14,56,10,-8.0
66,1045130007,1,45,130,7,-3.0
67,1048077031,1,48,77,31,-13.0
68,2027018026,2,27,18,26,
69,100010009007,100,10,9,7,-16.0
70,11028015003,11,28,15,3,
71,35015012003,35,15,12,3,-11.0
72,90009014007,90,9,14,7,2.0
73,17031070010,17,31,70,10,-12.0
74,59031019003,59,31,19,3,-29.0
75,22027122007,22,27,122,7,-11.0
76,103028027006,103,28,27,6,-8.0
77,29021021014,29,21,21,14,-10.0
78,28030079025,28,30,79,25,
79,34027150014,34,27,150,14,
80,33031054021,33,31,54,21,1.0
81,25042132014,25,42,132,14,
82,130020039015,130,20,39,15,-2.0
83,24038042007,24,38,42,7,-4.0
84,46028048021,46,28,48,21,
85,32034050007,32,34,50,7,
86,3035058007,3,35,58,7,-19.0
87,62049060000,62,49,60,0,
88,63030045020,63,30,45,20,2.0
89,43024066007,43,24,66,7,-7.0
90,49013075006,49,13,75,6,-10.0
91,69027125017,69,27,125,17,-7.0
92,78024061019,78,24,61,19,1.0
93,107027073020,107,27,73,20,-24.0
94,5006081003,5,6,81,3,8.0
95,80037082013,80,37,82,13,-7.0
96,84044044006,84,44,44,6,3.0
97,127041085003,127,41,85,3,-10.0
98,126038088009,126,38,88,9,-22.0
99,128045095021,128,45,95,21,-8.0
100,6028092021,6,28,92,21,
101,10024098003,10,24,98,3,-17.0
102,110017051010,110,17,51,10,-1.0
103,86042102003,86,42,102,3,-21.0
104,129023108010,129,23,108,10,
105,7026111007,7,26,111,7,-13.0
106,105044101007,105,44,101,7,-11.0
107,114028091025,114,28,91,25,-19.0
108,71042116030,71,42,116,30,-29.0
109,118029074027,118,29,74,27,-21.0
110,97066117010,97,66,117,10,
111,121017038010,121,17,38,10,-7.0
112,56023124000,56,23,124,0,
113,7024064017,7,24,64,17,-8.0
114,108029011022,108,29,11,22,
115,86007014003,86,7,14,3,-9.0
116,21030060014,21,30,60,14,-8.0
117,15024018020,15,24,18,20,
