,Hash,W,W Pts,L,L Pts,Line
0,103031024031,103,31,24,31,4.0
1,97034100016,97,34,100,16,-9.0
2,58024008024,58,24,8,24,
3,71013012000,71,13,12,0,-17.5
4,17030118010,17,30,118,10,-21.5
5,49020018017,49,20,18,17,
6,25035001033,25,35,1,33,2.0
7,95021027010,95,21,27,10,-3.0
8,34041028010,34,41,28,10,
9,128035048024,128,35,48,24,
10,22059147000,22,59,147,0,
11,92010053010,92,10,53,10,
12,29027050017,29,27,50,17,
13,75034060000,75,34,60,0,
14,73029074012,73,29,74,12,
15,87035079003,87,35,79,3,
16,103055150007,103,55,150,7,
17,51048110006,51,48,110,6,
18,130038102023,130,38,102,23,-16.0
19,82010111003,82,10,111,3,-2.0
20,105028039013,105,28,39,13,-7.0
21,116019117000,116,19,117,0,
22,121059046010,121,59,46,10,-20.0
23,56020122013,56,20,122,13,-0.0
24,127021101003,127,21,101,3,-6.0
25,89033125017,89,33,125,17,-3.0
26,15034021020,15,34,21,20,
27,24021099017,24,21,99,17,-20.0
28,2038048010,2,38,48,10,
29,6034012013,6,34,12,13,-2.5
30,87029014006,87,29,14,6,-12.5
31,122021015007,122,21,15,7,
32,19028129012,19,28,129,12,-3.5
33,18034021000,18,34,21,0,
34,121020022007,121,20,22,7,2.0
35,27027077024,27,27,77,24,-11.5
36,33045029024,33,45,29,24,-29.0
37,10038132017,10,38,132,17,
38,54018035013,54,18,35,13,1.0
39,1027039003,1,27,39,3,2.0
40,5028042016,5,28,42,16,-2.0
41,90024049008,90,24,49,8,6.0
42,117027147013,117,27,147,13,
43,56014128010,56,14,128,10,5.0
44,64023058021,64,23,58,21,-11.5
45,17028059021,17,28,59,21,13.5
46,95027075005,95,27,75,5,-13.0
47,38021069013,38,21,69,13,-2.0
48,71060068014,71,60,68,14,
49,34024073017,34,24,73,17,
50,118027074024,118,27,74,24,
51,81034114014,81,34,114,14,2.0
52,32050082007,32,50,82,7,-17.0
53,46038085012,46,38,85,12,7.0
54,84042091021,84,42,91,21,-13.5
55,126020092017,126,20,92,17,
56,98027003024,98,27,3,24,19.0
57,101020066019,101,20,66,19,3.5
58,100019102009,100,19,102,9,-19.0
59,103040065007,103,40,65,7,-13.0
60,104017086013,104,17,86,13,8.0
61,108020060014,108,20,60,14,
62,80017107010,80,17,107,10,-9.5
63,110021089010,110,21,89,10,7.5
64,40037115009,40,37,115,9,
65,116035063029,116,35,63,29,11.0
66,93044120007,93,44,120,7,9.0
67,28027124024,28,27,124,24,
68,130034127013,130,34,127,13,9.0
69,40051107035,40,51,107,35,-10.0
70,130034008027,130,34,8,27,
71,5025073010,5,25,73,10,-17.0
72,10024064010,10,24,64,10,-12.5
73,129024011007,129,24,11,7,
74,44063021010,44,63,21,10,-37.0
75,22018056017,22,18,56,17,-10.0
76,2014018014,2,14,18,14,
77,42023024022,42,23,24,22,3.5
78,6031025020,6,31,25,20,-9.5
79,32017003013,32,17,3,13,1.0
80,34031116007,34,31,116,7,
81,65027132013,65,27,132,13,
82,63020045016,63,20,45,16,-0.0
83,43045049024,43,45,49,24,-1.5
84,53028046016,53,28,46,16,-21.0
85,91038147020,91,38,147,20,
86,124027050021,124,27,50,21,
87,100023062023,100,23,62,23,3.5
88,59052019024,59,52,19,24,-21.0
89,54035060007,54,35,60,7,
90,78028061024,78,28,61,24,-6.0
91,121056070014,121,56,70,14,-27.0
92,108023068014,108,23,68,14,
93,47052074007,47,52,74,7,
94,28021079018,28,21,79,18,
95,80031014010,80,31,14,10,-6.5
96,97019086014,97,19,86,14,-13.5
97,81052087010,81,52,87,10,-6.0
98,92028150014,92,28,150,14,
99,35018098017,35,18,98,17,-11.0
100,110043093007,110,43,93,7,-4.0
101,114032099031,114,32,99,31,-5.0
102,105063051014,105,63,51,14,
103,7028111003,7,28,111,3,-17.0
104,115045085020,115,45,85,20,
105,103056118000,103,56,118,0,-37.0
106,66045117010,66,45,117,10,
107,122024029023,122,24,29,23,-1.0
108,126020088014,126,20,88,14,-8.5
109,17050127036,17,50,127,36,-11.5
110,69020125015,69,20,125,15,-13.5
111,130024001012,130,24,1,12,-9.0
112,50040008007,50,40,8,7,
113,35017003016,35,17,3,16,3.0
114,18017015000,18,17,15,0,
115,127041019031,127,41,19,31,-6.0
116,24029104022,24,29,104,22,-6.0
117,29020051010,29,20,51,10,
118,33031110013,33,31,110,13,-26.0
119,2048132017,2,48,132,17,
120,39019116007,39,19,116,7,-3.5
121,44045045035,44,45,45,35,-14.0
122,124037048010,124,37,48,10,
123,68042047035,68,42,47,35,
124,75016049013,75,16,49,13,-2.0
125,53009128007,53,9,128,7,2.0
126,120024054021,120,24,54,21,17.0
127,60016021012,60,16,21,12,
128,71056063000,71,56,63,0,-29.0
129,64021007017,64,21,7,17,13.0
130,43058066007,43,58,66,7,-8.5
131,56013069012,56,13,69,12,-3.0
132,78020062019,78,20,62,19,-6.0
133,34042074003,34,42,74,3,
134,89031077014,89,31,77,14,-7.0
135,101031082021,101,31,82,21,-4.5
136,5022084017,5,22,84,17,-5.5
137,99037085003,99,37,85,3,-27.0
138,147028150007,147,28,150,7,
139,100020087020,100,20,87,20,-1.0
140,86028090000,86,28,90,0,-15.0
141,126031097000,126,31,97,0,5.5
142,95035122024,95,35,122,24,-3.0
143,17062091034,17,62,91,34,-22.0
144,92047115013,92,47,115,13,
145,65013098010,65,13,98,10,5.0
146,102024129018,102,24,129,18,3.0
147,108028011016,108,28,11,16,
148,107034073032,107,34,73,32,-8.5
149,81052111010,81,52,111,10,-37.0
150,61038114015,61,38,114,15,-14.0
151,25038118020,25,38,118,20,-24.0
152,121059027000,121,59,27,0,-16.0
153,91048001018,91,48,1,18,-4.0
154,125052009014,125,52,9,14,1.5
155,66030006009,66,30,6,9,12.0
156,12021107015,12,21,107,15,2.5
157,14028070017,14,28,70,17,-7.5
158,11016015006,11,16,15,6,
159,84032017016,84,32,17,16,3.0
160,19030005025,19,30,5,25,12.5
161,21027048024,21,27,48,24,
162,7031025020,7,31,25,20,-12.0
163,22026027007,22,26,27,7,-24.0
164,35019029015,35,19,29,15,-9.0
165,43037028006,43,37,28,6,
166,34038132003,34,38,132,3,
167,59048044021,59,48,44,21,-22.5
168,81031046017,81,31,46,17,-41.0
169,98025053013,98,25,53,13,-1.0
170,62034090010,62,34,90,10,-17.0
171,61045056017,61,45,56,17,-21.0
172,58022111010,58,22,111,10,0.0
173,18031060007,18,31,60,7,
174,32034065021,32,34,65,21,-21.0
175,69012075009,69,12,75,9,-7.5
176,77024068007,77,24,68,7,
177,47038073006,47,38,73,6,4.0
178,71031085007,71,31,85,7,-49.0
179,78037088011,78,37,88,11,-24.0
180,40024089022,40,24,89,22,-29.0
181,97035080026,97,35,80,26,-1.5
182,38027095006,38,27,95,6,-3.5
183,92029099023,92,29,99,23,
184,50024051010,50,24,51,10,
185,101042093021,101,42,93,21,-7.0
186,10026103026,10,26,103,26,-2.0
187,108027079020,108,27,79,20,
188,64031110021,64,31,110,21,-7.5
189,54017105008,54,17,105,8,8.0
190,114030127020,114,30,127,20,1.5
191,115037150028,115,37,150,28,
192,3059120028,3,59,120,28,-23.0
193,33039122028,33,39,122,28,-25.0
194,24020126014,24,20,126,14,-5.5
195,45034124020,45,34,124,20,
196,128038087024,128,38,87,24,10.0
197,130028116010,130,28,116,10,-11.0
198,3025051006,3,25,51,6,
199,5028114021,5,28,114,21,3.5
200,60024011010,60,24,11,10,
201,18042048000,18,42,48,0,
202,24033066031,24,33,66,31,-16.5
203,27017009016,27,17,9,16,2.5
204,108037028023,108,37,28,23,
205,68073034018,68,73,34,18,
206,59031033022,59,31,33,22,-5.0
207,115029132010,115,29,132,10,
208,22034035003,22,34,35,3,-9.5
209,38031056003,38,31,56,3,0.0
210,40031012015,40,31,12,15,-11.5
211,42031080020,42,31,80,20,0.0
212,43042077000,43,42,77,0,-19.0
213,44012062007,44,12,62,7,10.0
214,45034046034,45,34,46,34,-10.5
215,64035049029,64,35,49,29,-8.5
216,32034054008,32,34,54,8,-12.0
217,10016050014,10,16,50,14,
218,61041129003,61,41,129,3,-27.0
219,63019088007,63,19,88,7,8.5
220,1024070007,1,24,70,7,-10.0
221,75031125024,75,31,125,24,5.0
222,71045047008,71,45,47,8,-32.0
223,147031074027,147,31,74,27,
224,15010079010,15,10,79,10,
225,81031082017,81,31,82,17,-24.0
226,14019090014,14,19,90,14,-6.0
227,130052091051,130,52,91,51,-8.5
228,19035092034,19,35,92,34,
229,98016029007,98,16,29,7,0.0
230,99036078031,99,36,78,31,17.0
231,100049120014,100,49,120,14,-13.5
232,101054007026,101,54,7,26,14.0
233,86048102010,86,48,102,10,-19.0
234,104026089010,104,26,89,10,-8.0
235,105028107024,105,28,107,24,-16.5
236,58021110014,58,21,110,14,-3.0
237,53038111014,53,38,111,14,-15.5
238,25028116013,25,28,116,13,-15.0
239,73048118028,73,48,118,28,-9.5
240,84052117007,84,52,117,7,
241,126042006014,126,42,6,14,-7.5
242,97030127017,97,30,127,17,-15.5
243,124024002020,124,24,2,20,
244,122026128021,122,26,128,21,-0.0
245,78057001027,78,57,1,27,-28.0
246,70017002013,70,17,2,13,
247,68035008000,68,35,8,0,
248,85035005021,85,35,5,21,21.5
249,14041009020,14,41,9,20,-5.0
250,108019015013,108,19,15,13,
251,19031006024,19,31,6,24,0.0
252,128028021020,128,28,21,20,-35.0
253,38021022019,38,21,22,19,2.0
254,17052025009,17,52,25,9,-16.0
255,95037029007,95,37,29,7,-9.5
256,103045032003,103,45,32,3,-4.5
257,118012039010,118,12,39,10,13.0
258,24028045012,24,28,45,12,-21.5
259,59034046000,59,34,46,0,-35.0
260,11031048000,11,31,48,0,
261,92046147029,92,46,147,29,
262,50035111021,50,35,111,21,
263,62028061027,62,28,61,27,11.5
264,53019058017,53,19,58,17,-11.0
265,60040079018,60,40,79,18,
266,64028035012,64,28,35,12,4.0
267,71069066021,71,69,66,21,-26.0
268,49017065015,49,17,65,15,-0.0
269,121031069000,121,31,69,0,-17.5
270,130025073022,130,25,73,22,-16.0
271,63035077025,63,35,77,25,-9.5
272,43027080027,43,27,80,27,-6.5
273,104014081013,104,14,81,13,8.5
274,47023082017,47,23,82,17,4.0
275,126038084017,126,38,84,17,-5.0
276,150067132037,150,67,132,37,
277,42034088000,42,34,88,0,-18.5
278,101038089028,101,38,89,28,-7.5
279,87045090021,87,45,90,21,-17.0
280,97037099022,97,37,99,22,-6.0
281,114045091031,114,45,91,31,-11.0
282,98020110014,98,20,110,14,-6.0
283,12052093017,12,52,93,17,-17.5
284,86027100021,86,27,100,21,-6.5
285,107049007044,107,49,7,44,7.0
286,40036105031,40,36,105,31,-4.5
287,115024074020,115,24,74,20,
288,34024117024,34,24,117,24,
289,10056120006,10,56,120,6,-32.0
290,56041125013,56,41,125,13,-7.5
291,44030129010,44,30,129,10,-19.0
292,18020124013,18,20,124,13,
293,32059002000,32,59,2,0,
294,64042008013,64,42,8,13,
295,3009103006,3,9,103,6,11.0
296,5035097026,5,35,97,26,13.5
297,104049007017,104,49,7,17,-7.0
298,84027006007,84,27,6,7,-17.0
299,124014011013,124,14,11,13,
300,105020012020,105,20,12,20,-12.0
301,29056021032,29,56,21,32,-17.0
302,22024069017,22,24,69,17,-10.5
303,24041046010,24,41,46,10,-17.0
304,15025028015,15,25,28,15,
305,10020033017,10,20,33,17,1.0
306,39045132021,39,45,132,21,
307,75013038013,75,13,38,13,13.0
308,40044093017,40,44,93,17,-35.0
309,45033081031,45,33,81,31,23.0
310,63012043000,63,12,43,0,14.0
311,44024061023,44,24,61,23,15.0
312,66031047010,66,31,47,10,-8.0
313,54030049020,54,30,49,20,-13.0
314,34028147016,34,28,147,16,
315,53027087020,53,27,87,20,4.5
316,42015062013,42,15,62,13,-3.0
317,56023027020,56,23,27,20,-4.5
318,98023058007,98,23,58,7,-7.5
319,78029059020,78,29,59,20,3.0
320,65038110017,65,38,110,17,0.0
321,25047073007,25,47,73,7,-8.5
322,150062074024,150,62,74,24,
323,48044079015,48,44,79,15,
324,80042088002,80,42,88,2,-13.0
325,71031082003,71,31,82,3,-34.0
326,86040014021,86,40,14,21,-12.0
327,100042090000,100,42,90,0,-19.5
328,51025111013,51,25,111,13,
329,18013108012,18,13,108,12,
330,89042107021,89,42,107,21,4.0
331,19038114031,19,38,114,31,1.5
332,116037118023,116,37,118,23,-10.0
333,92034117027,92,34,117,27,
334,35039120028,35,39,120,28,-21.0
335,121049125014,121,49,125,14,-28.0
336,102031122028,102,31,122,28,6.5
337,126052099016,126,52,99,16,-6.5
338,127055085024,127,55,85,24,-11.0
339,77044129034,77,44,129,34,-1.0
340,90020002017,90,20,2,17,
341,40062007028,40,62,7,28,-18.0
342,10017065016,10,17,65,16,-14.5
343,12027101021,12,27,101,21,3.0
344,14027128014,14,27,128,14,8.0
345,126046019007,126,46,19,7,-17.0
346,110049021007,110,49,21,7,-20.0
347,22024125006,22,24,125,6,-21.5
348,18016028012,18,16,28,12,
349,38048027031,38,48,27,31,-17.5
350,102030029027,102,30,29,27,-1.0
351,147037132035,147,37,132,35,
352,49026035024,49,26,35,24,2.0
353,42021129003,42,21,129,3,-21.0
354,108028048014,108,28,48,14,
355,46027047024,46,27,47,24,-5.0
356,33042054003,33,42,54,3,-17.5
357,75034056010,75,34,56,10,3.5
358,59045107010,59,45,107,10,-22.0
359,15010060010,15,10,60,10,
360,61045043019,61,45,43,19,-8.0
361,80052063023,80,52,63,23,-16.5
362,64014120013,64,14,120,13,-14.5
363,82048066028,82,48,66,28,2.0
364,78031087022,78,31,87,22,-12.5
365,71045045013,71,45,45,13,-22.5
366,44056077014,44,56,77,14,-23.5
367,24032081023,24,32,81,23,-5.5
368,114026085017,114,26,85,17,-22.5
369,39035150024,39,35,150,24,
370,86009003000,86,9,3,0,2.5
371,62055088033,62,55,88,33,-25.0
372,105041089015,105,41,89,15,-15.5
373,97013006006,97,13,6,6,-13.0
374,69038095029,69,38,95,29,-2.0
375,122020098016,122,20,98,16,2.5
376,104052093003,104,52,93,3,-32.0
377,84031099000,84,31,99,0,-8.5
378,58020051006,58,20,51,6,
379,100026009014,100,26,9,14,-14.0
380,111035074010,111,35,74,10,
381,117031115006,117,31,115,6,
382,1052116021,1,52,116,21,-9.0
383,5042127034,5,42,127,34,-7.5
384,124031079023,124,31,79,23,
385,130017118010,130,17,118,10,-15.0
386,17055073031,17,55,73,31,-33.0
387,3022065000,3,22,65,0,-9.0
388,126054005010,126,54,5,10,-16.0
389,32048010007,32,48,10,7,-3.0
390,11013018003,11,13,18,3,
391,15020048016,15,20,48,16,
392,17054001007,17,54,1,7,-17.5
393,97031019031,97,31,19,31,-15.0
394,24027071012,24,27,71,12,7.0
